b1px,b1py,b1pz,b1e,b2px,b2py,b2pz,b2e,a1px,a1py,a1pz,a1e,a2px,a2py,a2pz,a2e,class,weight
-162.716,36.0601,-175.125,243.249,-31.9127,59.8578,13.4616,70.0645,165.555,-150.252,-386.666,446.649,29.271,22.6697,-34.5504,50.6403,1,2.8273e-09
-75.6002,28.229,130.021,153.137,18.9243,-38.4585,-320.794,323.691,-4.36701,79.9292,17.6342,81.9678,36.9637,-37.8476,-14.2304,54.7838,1,2.8273e-09
-39.1499,67.0427,133.466,154.571,38.1311,50.7937,340.437,346.337,66.877,-81.34,114.455,155.527,-33.5701,-77.3686,9.34028,84.8534,1,2.8273e-09
-70.8322,84.4009,454.959,468.189,-8.52418,70.5108,52.0687,88.328,26.2961,-156.408,10.8674,158.975,62.9398,-5.60706,-4.19636,63.3283,1,2.8273e-09
16.2441,113.243,-18.622,116.467,6.44417,40.62,-86.3031,95.7429,70.533,-92.7727,34.8864,121.65,-56.8953,-84.8808,31.1529,106.829,1,2.8273e-09
-76.0263,14.6302,-48.7573,91.6065,-57.0032,-12.8882,-85.9687,104.132,113.719,50.1628,-0.117011,124.291,54.1383,-16.1861,-88.8389,105.287,1,2.8273e-09
-16.1066,-65.2074,90.2366,112.878,59.3337,-4.74538,-122.596,136.337,26.7891,17.416,-161.846,164.97,-29.6726,7.15583,12.2611,32.8938,1,2.8273e-09
-58.5195,42.3726,-84.1149,111.148,-34.0913,48.7912,-39.401,71.5408,17.5634,-116.404,92.3224,149.606,54.2404,17.2441,77.7311,96.3406,1,2.8273e-09
-95.9241,-15.7181,201.789,224.066,-27.1473,-29.6999,69.1832,80.2105,20.526,92.7847,61.5773,113.235,80.3707,24.9998,189.436,207.293,1,2.8273e-09
-94.2395,-27.4491,-19.7091,100.383,31.5421,-72.9342,-177.184,194.274,116.071,113.872,18.048,163.6,-16.856,-7.99828,22.4616,29.1997,1,2.8273e-09
-149.218,-40.3815,-419.335,447.218,-5.83878,-59.3207,-143.566,155.633,141.37,68.7361,-168.635,230.538,26.3567,123.173,-179.556,219.333,1,2.8273e-09
44.6301,-12.1074,100.908,111.17,33.6128,-19.8249,25.7261,46.9066,-108.791,-22.0212,-125.771,167.746,-63.9269,87.9879,-197.748,225.683,1,2.8273e-09
-56.0044,-135.311,268.909,306.266,13.6583,-33.0034,267.241,269.674,-22.7539,151.699,765.184,780.409,66.9686,34.0662,440.622,446.982,1,2.8273e-09
-21.874,-51.7367,60.8706,83.2352,25.7957,25.2879,236.418,239.233,64.9011,-20.6526,336.366,343.192,-44.1784,19.0774,82.2071,95.2559,1,2.8273e-09
121.531,-78.374,-142.876,203.525,43.1035,-4.72451,-121.954,129.512,-161.276,61.2938,-20.8603,173.787,23.483,10.8421,9.8592,27.6805,1,2.8273e-09
92.545,-46.8851,-91.1732,138.49,-8.39019,-47.7612,-59.8217,77.5707,-132.485,94.0195,-39.7,167.236,24.8424,21.0066,13.001,35.035,1,2.8273e-09
-131.189,102.494,190.958,253.472,15.5155,-33.7743,218.209,221.434,93.7625,-145.575,-126.593,214.497,30.4042,25.1555,-43.9226,59.0458,1,2.8273e-09
52.538,-10.8385,137.402,147.771,34.9764,9.01441,-10.3898,38.0571,-106.741,24.0042,-18.7422,111.001,-33.6558,-14.9716,78.2227,86.4619,1,2.8273e-09
-0.67795,-57.1133,42.2545,71.1988,40.3052,-2.52305,16.9468,44.2964,-71.7887,35.9226,184.837,201.516,53.8229,26.1444,102.845,118.985,1,2.8273e-09
-98.1982,-198.558,-202.259,300.569,2.19249,-36.1573,-28.3294,46.2439,78.0522,130.911,125.011,197.123,-34.0326,95.7597,172.666,200.354,1,2.8273e-09
71.7377,-65.5537,49.8842,109.587,1.36104,-55.6232,-65.0679,85.7704,-107.572,51.5281,235.13,263.653,17.4396,64.6611,245.403,254.377,1,2.8273e-09
39.3174,9.85376,88.5975,97.6892,31.1058,-20.2437,75.684,84.3385,-72.9272,-46.2709,258,272.072,-25.2598,47.4468,42.5063,68.5277,1,2.8273e-09
0.469098,-47.8107,95.6455,107.168,-46.6534,-1.3415,192.311,198.004,-40.3447,114.029,-73.4165,141.493,38.4394,-12.1194,-27.3354,48.7,1,2.8273e-09
105.313,-1.53072,-53.4744,118.46,27.9918,-39.896,94.7529,106.696,-86.0287,44.3075,-438.776,449.32,-25.4394,-61.213,-199.388,210.118,1,2.8273e-09
119.906,78.846,878.726,890.538,62.2029,5.067,314.948,321.193,-164.986,22.1169,15.5339,167.185,-109.071,-92.1077,27.2557,145.338,1,2.8273e-09
17.4698,-103.049,125.641,163.602,27.9323,-30.4144,197.797,202.122,-19.7175,115.63,-129.292,174.572,-81.7863,12.531,-49.3887,96.3601,1,2.8273e-09
-43.0678,15.2144,46.2175,65.4607,12.6367,-39.0739,-30.2219,51.2341,-27.6401,52.6397,-19.6349,62.6134,46.5842,-30.143,-85.5256,101.948,1,2.8273e-09
-101.683,14.7944,-197.841,223.215,-34.1368,-40.9736,-48.742,72.4921,127.403,-18.5528,161.655,206.659,-29.6589,-13.031,21.055,38.6364,1,2.8273e-09
-100.7,-28.5757,-101.835,146.543,-40.4319,-0.527859,-255.181,258.432,153.17,106.171,-127.529,225.825,106.874,-33.5558,-73.6726,134.074,1,2.8273e-09
-81.4622,29.3198,-212.003,229.18,-9.77438,-36.7148,-257.186,259.997,56.3649,-70.3224,-303.366,316.47,23.2873,56.5397,-195.935,205.255,1,2.8273e-09
-54.6365,-49.4337,364.224,371.652,-47.5812,13.5402,64.0884,81.3,80.8391,44.2275,-69.7337,115.559,45.7259,-17.1564,44.5034,66.0738,1,2.8273e-09
-73.3981,-144.805,356.666,392.283,-51.1583,-44.6259,97.3048,118.86,124.623,105.921,37.203,167.733,-21.8632,44.6198,50.5708,70.8966,1,2.8273e-09
-10.313,76.8156,-46.8008,90.9417,8.69921,45.7698,-86.5743,98.3593,-45.4298,-141.027,-162.157,219.653,49.0252,-13.3419,-46.6998,69.0098,1,2.8273e-09
-38.9332,51.3962,-166.452,178.71,-42.7536,19.6493,-90.859,102.504,134.699,20.6146,-409.378,431.461,16.3029,-60.9532,-164.832,176.496,1,2.8273e-09
-36.3878,-46.5279,43.7738,73.7779,20.4643,55.3397,-21.506,62.9966,71.3167,64.3983,6.83163,96.3321,0.169124,-33.0103,-44.1345,55.1141,1,2.8273e-09
109.753,41.4757,-425.08,441.206,34.8702,-31.9996,-25.9195,54.3906,-127.207,-77.3242,-33.8067,152.655,-13.7891,3.03392,51.0985,53.0132,1,2.8273e-09
60.9543,1.56591,20.8578,64.6909,53.1106,22.2894,35.0974,67.9139,-62.9915,-26.2638,-101.443,122.263,-2.71716,-53.4614,25.498,59.2929,1,2.8273e-09
-78.438,69.0264,100.004,145.442,-25.2772,26.6967,10.3609,38.5708,26.5235,-123.48,295.493,321.352,52.6936,-16.8783,30.9051,63.3768,1,2.8273e-09
-158.826,4.75869,-23.1879,160.775,-26.5834,56.2133,41.2879,74.86,98.7826,-221.381,530.682,583.431,65.6367,-4.77263,122.595,139.142,1,2.8273e-09
45.5657,110.451,-17.8819,120.986,90.2185,77.7894,-40.575,126.241,-125.31,-215.1,61.3881,256.396,-89.3207,-17.3102,22.4337,93.7076,1,2.8273e-09
-9.80832,-123.061,-584.42,597.403,22.5048,-87.5473,-222.071,240.22,-103.917,104.357,-187.094,238.104,14.9154,33.4883,5.56395,37.0795,1,2.8273e-09
-241.867,17.1983,-498.541,555.034,-31.5441,16.1063,-81.535,88.9434,248.499,-1.13656,120.766,276.293,-3.44693,-26.6324,10.6455,28.8876,1,2.8273e-09
93.8451,22.94,13.2683,98.153,94.9395,13.1243,60.2863,113.652,-94.3198,-92.3045,-276.63,306.497,-82.1739,36.5799,-157.214,181.127,1,2.8273e-09
43.3748,-34.5384,-27.2977,62.9187,48.5591,8.49997,-136.563,145.579,-94.9538,62.9021,-218.849,246.714,5.66441,-40.5246,-69.7491,80.8657,1,2.8273e-09
45.5373,-12.554,86.1035,98.4171,43.5662,-2.76755,235.252,239.38,-113.189,5.76489,-106.953,155.833,18.2974,-23.368,9.71019,31.2273,1,2.8273e-09
-61.098,-6.40239,16.9293,64.1875,-55.9079,13.1597,31.9322,66.0339,92.7959,-41.8049,151.81,182.77,28.1424,57.7683,188.993,199.619,1,2.8273e-09
-115.097,-121.029,420.653,452.833,-35.3173,-16.2589,131.735,137.507,125.029,61.7177,187.631,233.766,18.3492,125.111,118.54,173.324,1,2.8273e-09
-8.91833,-141.755,427.019,450.3,-66.2909,9.60733,57.9335,88.7534,162.473,103.656,72.8829,206.044,-14.6184,18.7283,-17.1219,29.2849,1,2.8273e-09
-48.8099,-51.1528,68.9732,99.2861,40.0116,-13.3539,-54.9787,69.4784,18.5237,58.3869,-63.4503,88.1936,-31.2332,9.68639,48.2024,58.2478,1,2.8273e-09
10.0089,-110.456,228.956,254.959,-90.5952,-32.5722,250.838,268.956,78.0224,95.9441,543.436,557.329,-9.14987,87.9329,155.851,179.18,1,2.8273e-09
14.1506,43.296,19.8455,50.4425,29.5304,-16.2826,129.945,134.415,-39.7326,-70.5155,9.83805,81.5347,-51.7595,48.3943,-28.2114,76.2689,1,2.8273e-09
-72.0712,167.029,-52.792,190.13,65.575,-57.2714,-39.6335,96.1201,54.8735,-127.919,356.326,382.548,-28.3948,11.211,55.4627,63.3093,1,2.8273e-09
91.6052,10.1831,650.785,657.38,-27.4032,-48.1684,21.6732,59.7769,-60.1368,49.3357,34.0916,84.9275,-18.6293,-5.26717,-69.7012,72.3398,1,2.8273e-09
66.3187,6.68928,-57.942,88.606,11.6438,37.6028,-7.0624,40.1015,-86.6991,21.6073,54.0152,104.409,-4.14168,-63.242,-5.1527,63.5866,1,2.8273e-09
-51.6685,-34.7016,-70.9638,94.631,-42.4555,-6.21737,-32.0106,53.9071,101.838,23.4215,-101.84,145.914,-12.7195,62.0853,-120.005,135.711,1,2.8273e-09
-54.696,-92.634,-121.693,162.889,-53.9547,17.3575,-408.286,412.282,59.9866,85.2142,114.404,154.752,78.9686,-42.7978,109.451,141.589,1,2.8273e-09
-16.0782,33.4014,-133.017,138.157,8.66503,32.747,27.3219,43.8824,65.1137,-50.0306,-11.6582,82.9383,-50.873,-28.5845,-61.1381,84.5164,1,2.8273e-09
-46.829,-45.7646,-33.1605,73.9227,-16.6717,-48.2227,-0.383585,51.3845,62.5415,106.287,-386.377,405.58,-26.272,13.0542,-13.7781,32.4109,1,2.8273e-09
-127.906,-121.979,2.92667,177.409,-54.7353,12.5741,-20.1789,60.9682,169.951,46.6253,-189.921,259.089,51.8157,46.4804,-227.302,237.721,1,2.8273e-09
23.2495,-71.491,-258.829,269.593,29.2558,33.5017,-91.2123,101.601,-83.8425,-74.7316,-59.5384,127.119,-71.9394,51.9237,-17.222,90.3767,1,2.8273e-09
-19.8635,-45.7109,-89.1391,102.198,7.95121,-35.2117,164.067,168.074,-62.3358,53.3689,66.4564,105.596,58.0019,33.8888,106.655,126.047,1,2.8273e-09
-68.6142,-37.5138,101.372,128.179,-44.6817,51.1452,-68.1906,96.9404,51.6558,31.2965,99.7731,116.63,43.2546,-27.8752,-24.2241,56.8752,1,2.8273e-09
55.7754,34.4451,-148.671,162.604,46.3959,12.0968,-56.6924,74.4544,-128.843,-39.4751,-178.187,223.404,20.9054,-4.33197,2.66774,21.5155,1,2.8273e-09
-25.5195,37.8506,10.3661,47.0063,-25.1651,-22.1669,-33.2679,47.5462,85.6157,54.5784,-122.701,159.262,-19.2276,-35.8006,-89.4409,98.2398,1,2.8273e-09
12.5635,-39.3637,-227.818,231.579,16.2612,-29.9967,-74.2647,81.802,-45.6133,115.931,-149.216,194.386,23.5082,-20.4905,-15.8181,34.9673,1,2.8273e-09
119.836,89.9875,-51.6375,158.982,26.1207,-63.3581,-10.7321,70.3385,-58.7178,-78.4014,-116.826,152.456,-74.3881,30.2887,-27.7365,84.9724,1,2.8273e-09
20.086,-122.663,-137.04,185.953,49.1859,-1.7605,450.507,453.297,-59.9675,95.5432,-89.9297,144.263,-19.1208,91.6042,37.5816,100.843,1,2.8273e-09
-63.7117,-32.3402,22.7689,75.1981,23.5923,-56.065,-49.6741,79.0737,11.4486,121.248,-2.21146,121.807,19.1249,2.5109,-66.3263,69.0742,1,2.8273e-09
72.9368,28.4377,415.865,423.237,-4.02995,48.0274,246.864,251.605,-25.9962,-133.582,-90.6927,163.54,12.6005,19.9543,-58.8846,63.4377,1,2.8273e-09
-28.3001,38.3786,-22.1689,52.8642,-12.1936,42.0098,214.094,218.566,-41.2219,-91.2515,-139.802,171.961,52.859,2.3634,-123.127,134.014,1,2.8273e-09
-89.0163,186.57,172.521,269.984,-143.043,58.4442,301.091,339.04,107.03,-120.525,204.061,260.043,141.104,-40.8873,72.0425,163.623,1,2.8273e-09
-8.09589,-53.7712,-16.8457,57.5495,-51.1449,0.750072,9.44019,52.3879,129.803,41.8692,167.475,215.985,-20.9341,-10.1291,90.3734,93.3176,1,2.8273e-09
-92.5987,-86.7205,-85.8143,153.384,-62.478,11.2982,-129.755,144.546,103.193,159.438,-23.1504,191.325,94.374,28.7132,-75.9288,124.483,1,2.8273e-09
-16.0055,-172.708,-61.7726,184.808,-7.62364,-53.9981,34.1154,64.5316,4.70936,196.036,485.858,523.937,45.6454,13.0937,231.596,236.415,1,2.8273e-09
82.6721,24.4417,-382.865,392.533,-67.1123,42.3955,-13.614,80.712,17.1626,-108.335,-387.949,403.157,-14.0591,33.612,-95.6075,102.314,1,2.8273e-09
62.877,-273.125,-50.3619,285.501,34.1979,-3.15477,11.6616,36.5467,-166.628,420.075,-107.363,464.494,-14.9255,-0.663546,12.0445,19.1906,1,2.8273e-09
60.7703,-29.4743,111.347,130.55,-6.53946,33.2113,127.766,132.314,-9.44612,75.0323,-18.7226,77.9077,-49.7555,-41.3715,-50.1853,81.8888,1,2.8273e-09
-113.412,30.139,71.933,137.909,-21.394,-29.3846,-8.77465,37.6748,147.587,-29.0443,-88.9148,174.732,51.2959,13.1351,-158.64,167.244,1,2.8273e-09
-94.6546,-22.5233,199.5,222.735,-62.3625,22.4706,55.5392,87.5703,121.441,15.7488,6.43746,122.627,46.2785,-30.3464,97.8394,112.406,1,2.8273e-09
104.632,251.641,-277.247,389.32,-3.81499,40.4079,-27.5763,49.3519,-85.3698,-185.503,-149.975,253.361,-12.7152,-82.9841,15.6527,85.3993,1,2.8273e-09
-33.861,19.9679,269.479,272.371,32.7521,-18.0983,10.7425,39.1213,105.864,-51.3211,354.321,373.342,-24.9387,20.722,64.2815,71.9962,1,2.8273e-09
60.2922,72.7696,-36.5272,101.742,-8.03903,32.7281,90.5745,96.7566,-98.3938,-49.9188,63.8955,127.498,25.6151,-38.7485,94.5439,105.338,1,2.8273e-09
47.2475,47.4488,146.231,160.941,-47.0827,27.1394,-105.369,118.692,1.14383,-71.7973,64.3428,96.4166,26.6563,-10.1787,-48.9547,56.6633,1,2.8273e-09
67.8966,72.8744,651.83,659.417,51.5668,29.7566,142.946,155.034,-98.5469,-57.0161,226.328,253.351,-38.5512,-72.9192,24.6535,86.0884,1,2.8273e-09
-21.4635,39.876,3.651,46.0883,30.9208,-14.5985,51.4385,61.9842,58.0579,14.9345,177.524,187.373,-0.968399,-44.4264,6.78393,44.9518,1,2.8273e-09
68.0151,35.8783,-225.1,238.535,-25.7175,34.151,-6.89774,43.6567,-21.1141,-119.569,-44.2005,129.214,29.3397,-1.46962,34.2793,45.1448,1,2.8273e-09
27.3104,61.482,-220.42,230.561,-1.69011,35.4441,-53.6856,64.6127,-118.902,-101.781,161.057,224.58,21.892,-0.323223,56.9998,61.0601,1,2.8273e-09
-78.6812,81.5858,124.043,168.264,26.919,25.4182,4.148,37.5524,68.1515,6.72485,-75.4617,101.903,-31.7866,-53.5267,-147.525,160.122,1,2.8273e-09
20.2241,-38.6965,42.7073,61.6444,35.4077,-3.00756,18.4798,40.4534,-0.173883,92.7747,190.771,212.134,-80.6467,11.7385,75.0811,110.81,1,2.8273e-09
-71.6263,-46.9721,-130.102,156.104,-51.4682,-4.4342,-62.3757,81.2874,81.8333,16.8323,2.14729,83.574,60.5324,17.643,-138.511,152.186,1,2.8273e-09
77.9405,-31.0686,121.237,147.63,44.483,-16.5199,-93.6902,105.206,-105.943,29.8394,509.01,520.774,6.47137,27.3143,19.7781,34.3384,1,2.8273e-09
-43.7597,-16.7613,-17.9702,50.5268,36.1293,1.56918,54.1948,65.191,33.4758,70.2296,-66.1807,102.141,-11.5645,-46.1716,-17.4924,50.7103,1,2.8273e-09
34.3604,80.0429,-20.6315,89.661,-20.9331,52.8205,-32.0129,65.4226,-41.7194,-126.5,-284.955,314.55,24.3433,-4.91501,-2.54638,24.9647,1,2.8273e-09
106.07,34.1819,160.351,196.219,34.8908,20.9909,106.745,114.392,-88.8191,-36.2974,15.3797,97.1744,-53.4015,-21.9139,-110.491,124.661,1,2.8273e-09
56.009,-5.3339,235.803,242.491,44.2794,11.4991,313.406,316.759,-108.45,-25.5769,-176.388,208.634,-5.04536,-31.3183,12.9934,34.2801,1,2.8273e-09
69.4387,80.7188,-146.137,180.895,-2.50697,35.5731,92.0774,98.9572,-88.578,-93.55,5.93063,128.968,15.5833,29.7206,2.3863,33.643,1,2.8273e-09
46.9406,-78.8149,-67.4666,113.966,-24.0299,59.8883,104.227,122.741,-60.6864,27.1199,45.7296,80.6817,46.9681,-27.0222,107.471,120.359,1,2.8273e-09
35.2313,22.9621,-1.88951,42.6954,-30.855,16.138,-28.5024,45.2017,65.9878,-5.99537,110.77,129.075,-42.684,-18.7158,11.0374,47.896,1,2.8273e-09
-32.177,83.7693,120.811,150.647,-46.2896,18.3176,10.3014,51.1796,125.799,0.0158178,190.323,228.141,7.99494,-69.7822,87.6505,112.321,1,2.8273e-09
-53.1044,-42.9521,76.1859,102.386,25.8123,-24.3463,148.857,153.113,-9.24699,67.9418,-145.677,161.008,-15.5866,5.33601,25.7682,30.5846,1,2.8273e-09
-178.206,-0.790767,-13.5269,181.686,25.9246,-76.3882,-122.403,146.739,87.5871,103.061,-227.096,264.321,49.4999,-22.61,-213.312,220.144,1,2.8273e-09
-171.445,-27.4246,39.9681,178.479,33.1345,-142.378,-152.822,212.004,36.2758,303.772,893.877,944.779,49.4131,31.3784,278.079,284.173,1,2.8273e-09
-152.183,137.778,-563.61,600.004,161.368,4.70408,-1138.91,1150.44,17.8939,-140.665,-386.743,411.919,-41.4251,-0.693619,-214.437,218.402,1,2.8273e-09
51.7463,-4.18355,-215.766,221.976,16.6677,28.1902,-98.6754,104.062,-72.1688,-35.6985,-285.263,296.408,22.2639,39.0166,-66.5499,80.2924,1,2.8273e-09
-23.1159,-76.3819,2.78429,80.5686,58.1929,16.5353,109.428,125.256,-72.0395,52.3769,164.644,187.191,32.3435,-18.0698,151.484,155.949,1,2.8273e-09
-47.7335,27.0373,121.951,133.774,-44.2713,11.155,6.64347,46.5256,72.7076,-40.1777,84.7574,118.678,31.8335,-0.757924,-41.9896,52.698,1,2.8273e-09
-4.36722,-136.457,-348.51,374.545,-44.6301,21.1953,-297.531,301.804,122.284,51.8838,-58.4032,145.107,4.43217,100.925,-24.9026,104.046,1,2.8273e-09
-65.9109,-11.7663,67.2923,95.3778,-14.0252,51.4412,39.8286,66.6824,63.1183,-106.33,177.546,216.362,4.26573,32.2209,78.8777,85.3116,1,2.8273e-09
28.9036,-45.2953,70.5312,89.0214,-23.9296,26.0918,37.3744,51.8132,20.7108,33.1782,-61.0024,72.464,-19.834,-24.5381,42.7879,53.1631,1,2.8273e-09
-27.5764,-120.393,146.576,192.077,25.8286,27.5357,59.6735,70.8362,11.1442,38.1766,170.263,174.846,-5.67061,13.9112,-22.2287,26.8289,1,2.8273e-09
-138.836,-111.71,-191.326,261.7,-7.21759,-36.4744,-60.6152,71.4719,115.409,63.4433,2.93259,131.73,-24.0276,50.6123,-23.4461,60.7343,1,2.8273e-09
63.1839,92.1291,-77.2537,136.199,62.8224,-6.29211,29.6174,69.8951,-49.9363,-97.1186,-189.468,218.687,4.5473,23.9586,-1.33422,24.4228,1,2.8273e-09
-31.8988,-17.7296,-6.37071,37.5399,-34.2855,-4.87432,35.7098,49.9615,66.9193,35.2218,-122.916,144.316,-15.9805,-30.0541,5.7941,34.5282,1,2.8273e-09
-142.545,-3.23231,-86.5949,167.015,-127.22,44.467,-141.373,195.731,279.203,14.4291,314.233,420.6,26.3555,-21.0601,-3.45128,33.9125,1,2.8273e-09
-37.4603,-18.2819,13.3968,44.0609,-9.51021,-31.5193,82.6382,89.0405,48.2332,75.4181,-270.671,285.092,-31.2479,-4.72594,-10.6738,33.3571,1,2.8273e-09
-34.723,90.0158,-56.0367,112.129,31.7057,22.1836,13.9633,41.5965,39.5336,-99.0057,241.791,264.25,-56.5299,-58.3861,80.4699,114.368,1,2.8273e-09
86.8144,21.891,91.3047,128.509,24.3965,28.566,36.2884,52.7375,-104.702,-96.2577,71.9505,159.389,-78.1927,17.5831,-15.2363,81.5807,1,2.8273e-09
63.2328,76.355,-376.952,389.887,15.0444,54.8217,-205.42,213.221,5.94441,-141.802,-103.92,175.905,-70.4321,-26.0894,-72.1829,104.171,1,2.8273e-09
33.9865,215.955,-200.48,297.234,-102.674,74.9145,-910.67,919.567,117.68,-290.861,112.041,333.169,-24.6014,-14.384,4.33995,28.8265,1,2.8273e-09
159.305,4.87039,508.701,533.214,56.7668,41.2824,171.297,185.341,-151.127,13.5119,39.4611,156.777,-70.7861,-38.4045,-60.2986,100.606,1,2.8273e-09
-16.606,84.4335,395.898,405.407,-3.56486,-84.0276,-22.1641,88.2588,88.6985,-6.95728,-33.6477,95.121,-35.0607,32.2004,-1.43803,47.6255,1,2.8273e-09
102.689,85.0568,-79.3301,155.798,37.0285,8.79358,9.27874,40.0686,-82.8107,-118.617,-120.003,187.958,-74.0081,21.7458,-53.4292,93.8337,1,2.8273e-09
14.2542,-51.1147,302.223,306.899,17.5368,32.4861,166.461,170.557,-54.3862,45.4841,41.0467,81.9237,26.2163,-41.9964,-7.15558,50.0219,1,2.8273e-09
-67.3056,149.732,40.158,170.119,4.06857,50.7457,15.4267,53.4005,113.271,-141.814,-583.297,610.882,-29.4842,-79.4312,-286.951,299.198,1,2.8273e-09
100.566,-53.5501,-701.244,710.551,-10.502,-51.5725,-55.9854,77.5429,6.3285,80.9183,-176.54,194.304,-62.347,-20.4246,-123.21,139.588,1,2.8273e-09
189.403,10.176,170.061,256.604,49.0085,26.4823,80.4666,98.0882,-118.841,-87.488,179.974,232.74,-98.9621,42.4216,119.084,160.543,1,2.8273e-09
-46.0584,44.3068,-7.33955,64.8368,34.4624,3.06156,10.9359,36.4918,16.5474,-129.764,-23.4791,132.905,-2.36016,28.0662,7.88372,29.2478,1,2.8273e-09
-31.8849,96.1333,-538.456,548.068,-32.3429,24.1273,-155.686,160.948,68.6881,-38.4167,-23.1381,82.0322,-22.7326,-73.1135,-116.196,139.154,1,2.8273e-09
64.0511,53.8445,452.271,459.983,56.3797,1.65885,153.925,164.207,-128.137,-4.48881,10.9873,128.685,24.4392,-22.2084,-6.31438,33.6207,1,2.8273e-09
-28.0301,-70.2128,108.767,132.692,9.72293,-74.5224,297.813,307.319,80.5962,15.4433,-263.961,276.423,-16.4898,79.9921,-140.125,162.19,1,2.8273e-09
15.1225,65.5427,-120.664,138.346,57.627,26.1799,-202.647,212.336,-154.57,-48.9895,139.808,214.098,21.1585,-22.4592,7.01687,31.6438,1,2.8273e-09
148.738,38.4568,-29.4483,157.18,70.7555,-20.7995,139.68,158.046,-173.49,7.86334,87.2635,194.359,-91.2763,2.89552,-47.1383,102.77,1,2.8273e-09
-64.562,57.1238,-157.143,179.535,-17.8213,56.9337,-77.1646,97.8204,60.9171,-133.589,316.574,348.964,-17.1666,19.214,30.3752,39.8312,1,2.8273e-09
251.089,-193.784,-11.7038,318.204,148.168,-31.9388,9.30499,152.029,-433.252,107.172,-416.952,610.772,-47.4079,-29.3492,-65.2896,85.8581,1,2.8273e-09
-20.9004,85.4461,119.63,148.709,-64.0537,27.7832,102.058,124.006,80.876,-93.3837,-176.685,215.59,60.3315,20.962,-222.309,231.302,1,2.8273e-09
-19.2673,-53.0331,-14.6627,58.6465,-36.8763,-15.5281,23.0666,46.4731,60.9134,3.88134,-293.387,299.669,6.06167,47.6049,-25.8163,54.4927,1,2.8273e-09
-24.3107,-49.3429,-192.534,200.353,-27.4376,28.6265,15.6968,43.0862,69.4035,46.9185,17.2111,85.5243,-33.667,-15.7405,-33.7405,50.1961,1,2.8273e-09
54.4634,70.0332,58.048,106.23,72.2081,29.4407,-112.066,137.104,-71.8012,-152.45,-719.311,738.786,-58.7563,13.1958,-250.495,257.632,1,2.8273e-09
-114.878,-45.4509,-219.349,252.126,-54.7444,-25.2173,-234.404,242.33,244.543,24.3065,91.0669,262.079,70.7242,-30.4216,-29.3885,82.4079,1,2.8273e-09
42.5267,-27.4375,-20.4797,54.9926,33.2261,11.2083,31.8006,47.8526,-24.768,70.4073,10.6232,75.3889,-7.96124,-52.9867,6.94111,54.0291,1,2.8273e-09
127.849,105.208,99.3375,194.274,-32.7653,-31.2031,46.4882,65.1923,12.2326,-101.055,123.93,160.376,-56.3643,2.08992,142.673,153.418,1,2.8273e-09
37.9802,-1.14724,-37.8693,54.0269,-8.06822,-32.7211,-14.0435,36.6097,15.2278,68.2798,-43.4207,82.337,-5.95068,-43.9579,15.5418,47.0027,1,2.8273e-09
36.0909,-24.0567,66.2092,79.3243,39.572,0.203665,-5.24394,40.4325,-69.3855,43.0706,-13.0137,82.697,1.28233,-37.176,56.0021,67.2305,1,2.8273e-09
112.374,54.6428,-55.8806,137.231,79.5745,25.8035,5.47955,84.1636,-182.459,-85.3368,-494.416,533.873,-0.0220687,27.6003,-63.7652,69.4823,1,2.8273e-09
-45.8574,-51.3315,243.484,253.151,-50.3991,-7.17236,-10.4288,52.2526,85.4832,28.843,-52.714,104.489,-33.7852,48.3635,8.28028,59.5737,1,2.8273e-09
32.4904,-28.2652,-10.245,44.8452,28.3019,21.5805,9.53038,37.6186,-25.1332,-74.5866,-7.87831,79.1006,-31.3151,53.9029,-21.6318,65.9856,1,2.8273e-09
0.517973,-82.1602,19.6279,84.8086,-5.35794,32.0764,-116.712,121.214,83.4555,54.7991,-113.35,151.05,-43.9006,7.79348,-38.053,58.6177,1,2.8273e-09
-210.255,111.435,-154.407,285.149,-162.139,10.7439,-96.1023,189.679,344.358,-232.197,1384.68,1445.63,55.3295,9.34714,125.87,137.812,1,2.8273e-09
35.0555,-31.5256,9.21357,48.2102,-10.0255,-36.0406,-25.2679,45.441,-64.6256,26.5184,-26.2775,74.6337,51.3757,46.6188,16.1268,71.2239,1,2.8273e-09
6.88416,-77.2826,356.126,364.534,-20.393,34.2712,35.0887,53.4026,21.5633,93.5006,-118.082,152.154,63.0815,-16.3996,-25.8454,70.1156,1,2.8273e-09
-130.614,-175.697,-31.7806,221.548,3.52299,33.5484,-148.607,152.463,142.945,86.1169,-12.8021,167.372,94.0048,92.3548,104.636,168.27,1,2.8273e-09
17.5429,-40.4642,-151.242,157.711,9.37241,-35.0823,-28.9601,46.826,-64.2084,58.1989,201.897,219.709,47.9612,3.50329,75.2424,89.2971,1,2.8273e-09
50.5312,-19.9442,134.998,145.699,19.4422,35.3022,25.5822,47.9553,-61.0524,-18.8062,-94.3523,113.945,-43.7937,25.1441,34.2158,60.9986,1,2.8273e-09
93.8067,-108.516,419.231,443.442,44.5298,20.8776,3.49469,49.4005,-174.943,62.924,10.6904,186.222,4.45414,-18.3495,28.657,34.3186,1,2.8273e-09
-21.1467,73.3439,-97.3384,123.947,39.9949,-6.82633,49.9681,64.7048,26.6621,-113.149,70.2412,135.821,-47.4909,9.26381,15.8345,50.911,1,2.8273e-09
