ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,sqrts,drbamin,drba1,dphiba1,dphibb,class,weight
55.5989,50.2339,96.8973,46.901,82.1875,-0.205323,-0.173726,0.38791,-0.337586,0.269301,32.1298,128.148,261.589,1.7243,3.05332,2.99514,0.560026,1,2.8273e-09
42.4791,33.7605,64.0103,49.5156,34.5143,2.66102,-1.88201,-0.470695,0.523125,-0.12006,370.942,122.856,512.423,2.42127,3.52087,1.60899,2.70677,1,2.8273e-09
80.7994,62.0036,142.66,26.4466,161.264,-1.82764,0.428204,-0.0293105,1.69066,0.393403,198.332,129.576,520.679,2.85208,3.54064,3.04994,0.361943,1,2.8273e-09
88.5676,80.882,120.726,98.9503,212.808,0.458667,-0.430319,0.00201552,-0.986146,-0.512655,92.1077,124.964,440.623,2.43842,2.43842,2.39528,0.578889,1,2.8273e-09
80.7418,51.4183,102.018,77.146,130.461,-2.16824,-0.828403,-1.95472,-2.19125,-2.37295,122.52,124.587,350.603,1.91216,1.91216,1.9002,1.27354,1,2.8273e-09
115.686,67.8455,130.376,28.4361,102.124,0.146337,-0.536568,1.18297,0.735626,1.49253,167.794,124.685,422.687,1.97503,2.8397,2.64372,2.10933,1,2.8273e-09
66.4772,36.1158,34.2642,31.5354,65.7283,1.54967,2.45457,-1.37884,1.41971,-0.0350229,108.477,125.129,373.089,1.03571,4.27119,3.10917,3.05797,1,2.8273e-09
78.4992,64.2737,139.895,72.4414,203.183,0.470742,0.889055,-0.824189,0.193593,-0.538128,37.6708,123.448,436.878,2.45432,3.38314,3.12551,0.18132,1,2.8273e-09
66.024,45.6412,110.222,62.9624,123.488,1.38947,0.949687,-0.921908,-1.07078,-1.24947,29.3579,122.057,470.794,2.99711,3.29898,2.35388,0.0825449,1,2.8273e-09
423.919,54.7359,572.597,17.1013,579.7,-1.30349,-1.90154,-0.412499,0.27239,-0.400194,118.813,128.324,1206.16,2.60637,3.18378,3.05657,0.462812,1,2.8273e-09
140.179,51.3435,156,39.6144,149.436,1.25505,-0.0206779,-0.214353,0.0462129,-0.211647,192.78,127.89,478.541,1.23895,3.20257,2.84557,2.2139,1,2.8273e-09
50.5357,34.2236,53.7417,53.6515,86.4838,2.74618,2.38143,0.477582,2.19144,1.83385,27.7679,121.697,281.479,2.56788,3.59671,2.79103,0.33791,1,2.8273e-09
64.6531,53.3232,99.5163,43.506,79.2894,0.0267882,-0.682746,-0.705662,-1.31952,-1.4046,108.308,125.904,285.953,0.669534,2.35847,2.24186,1.98777,1,2.8273e-09
181.548,49.8546,72.5316,44.8893,115.828,-0.830696,0.471737,-1.83766,0.0484087,-1.39717,219.4,125.781,453.334,1.00586,2.92433,2.74549,2.28585,1,2.8273e-09
49.8409,39.5134,65.8078,49.7638,45.0866,-1.07681,-0.35487,-1.0426,-0.0130003,-1.36357,85.9585,122.936,227.464,1.24508,3.0684,3.06821,2.17708,1,2.8273e-09
69.364,67.0319,96.8762,77.2939,128.546,-1.26145,-0.876435,0.613726,0.130637,0.5437,70.9766,124.872,406.001,2.2937,2.56701,1.75306,0.976386,1,2.8273e-09
83.311,55.2144,133.496,32.1882,110.099,0.651643,0.582954,-0.0441045,-0.248498,-0.126556,36.0563,124.538,323.998,1.09337,2.75766,2.66845,0.433228,1,2.8273e-09
69.5704,33.2917,85.9327,16.4054,70.3903,0.426953,-1.1068,-0.115909,-2.31368,-1.08369,121.324,124.7,282.468,1.39032,2.98093,2.93108,2.37685,1,2.8273e-09
64.0624,34.6761,78.2856,36.9486,108.893,1.53055,2.22506,-0.364171,1.49757,0.438703,56.6683,121.239,333.364,2.80648,2.6707,1.88219,0.974298,1,2.8273e-09
112.185,94.4052,178.777,71.9874,222.203,-1.35438,-0.719639,-1.20067,-1.70962,-1.47946,70.5655,130.058,480.484,2.53844,2.85662,2.85248,0.0176269,1,2.8273e-09
140.365,42.285,134.629,51.0215,143.403,-0.331193,0.151167,-0.534761,-0.0357802,-0.515862,113.863,125.091,378.918,1.60123,2.96687,2.95988,1.513,1,2.8273e-09
90.462,38.0008,77.8407,68.974,146.808,0.201015,1.30058,0.686494,-0.843572,-0.0517497,70.85,123.382,350.285,2.91806,2.91806,2.87739,0.291912,1,2.8273e-09
56.0519,51.6974,88.86,53.198,99.5913,-0.980171,-0.616411,-0.521475,0.506539,-0.20297,35.2175,125.354,286.464,2.39244,2.78856,2.75058,0.360023,1,2.8273e-09
90.7637,45.3654,82.5603,67.7443,112.712,0.755444,0.527418,1.21986,2.20959,2.05454,82.9179,125.81,345.313,1.89615,1.89615,1.8384,1.31309,1,2.8273e-09
69.9917,44.1714,124.098,29.8675,95.4145,0.283649,-2.02108,-1.23678,-0.829689,-1.58681,194.025,123.387,355.163,0.803965,3.44415,3.09039,3.01607,1,2.8273e-09
100.072,90.7791,150.541,129.669,250.049,-0.648146,-1.08199,0.913817,0.939887,1.01109,118.225,126.516,654.385,2.1451,2.84793,2.38139,1.22543,1,2.8273e-09
97.3689,69.8338,185.677,81.153,237.247,-0.354521,0.538676,0.936247,1.03598,1.05744,81.5076,122.728,490.309,1.91371,3.33817,3.07852,0.315494,1,2.8273e-09
37.741,37.0088,94.0141,70.3727,119.851,-1.96662,-2.47387,-0.380011,-1.08485,-0.933298,27.4837,126.823,315.922,2.44762,2.81541,2.32577,0.414652,1,2.8273e-09
245.811,73.4056,158.83,29.3478,185.699,0.656505,-0.560782,0.884465,2.49068,1.35346,320.737,125.582,637.73,2.93589,2.93589,2.92703,3.09537,1,2.8273e-09
75.737,61.8502,99.121,70.6416,120.335,-1.68442,-1.46878,1.17771,0.873579,1.34606,80.4979,122.44,618.705,2.7103,3.56092,2.11857,1.20643,1,2.8273e-09
113.47,83.4864,97.1903,64.1742,113.406,2.03958,2.86504,1.72329,1.14865,1.85789,192.856,123.671,417.316,1.73544,2.22292,2.2003,2.19919,1,2.8273e-09
73.2147,61.0659,108.545,47.8719,132.483,-2.04408,-1.5218,0.0360476,-1.24994,-0.524831,70.4102,129.458,406.957,2.23306,3.62317,2.96655,0.923706,1,2.8273e-09
115.91,39.6781,140.202,43.1672,145.637,0.298769,-1.35735,0.800522,1.59196,1.22415,149.628,128.089,464.326,2.52464,2.52464,2.47428,1.26688,1,2.8273e-09
90.9044,53.839,105.667,27.7909,78.3888,-0.145879,-1.10894,0.397604,1.41694,1.04029,74.5564,122.438,351.917,2.52592,3.09343,3.04531,0.247526,1,2.8273e-09
65.4292,36.7541,46.2665,32.7185,50.7249,-0.707284,-1.40919,0.0955319,-2.16249,-1.71177,97.5619,123.589,242.596,1.81982,3.06572,2.95873,2.30095,1,2.8273e-09
51.7548,46.9913,101.956,28.5021,75.0355,2.4985,-1.94926,-1.26439,-0.181856,-1.56358,453.636,123.046,707.142,1.95861,4.87536,3.09996,1.08769,1,2.8273e-09
93.6523,49.8732,123.953,79.8795,181.687,-1.66344,-1.98837,-0.776993,0.0335956,-0.543183,51.9467,124.127,436.804,2.68276,2.68276,2.53208,0.668073,1,2.8273e-09
97.6616,47.5452,148.573,23.5421,130.717,0.932218,2.99198,0.61976,-0.375476,0.637172,177.333,127.66,480.789,3.37084,2.78894,2.77138,0.875759,1,2.8273e-09
40.5902,38.8798,47.936,38.5811,85.9967,-0.459296,-0.282297,0.49335,-1.85997,-0.963533,34.4147,126.584,234.686,2.90663,2.90663,2.74608,0.806937,1,2.8273e-09
87.7044,35.8846,100.189,18.9098,110.316,0.249331,-0.164537,-1.42952,0.72128,-1.27688,37.2574,121.341,332.797,1.90921,3.47731,3.04518,0.463232,1,2.8273e-09
66.2933,52.3223,77.4885,66.1554,77.9293,1.0535,0.99219,0.909974,0.514836,1.19009,87.3954,123.982,268.824,1.20433,1.54167,1.53498,1.63807,1,2.8273e-09
190.528,59.8228,140.857,102.394,216.071,-1.5111,-0.965336,-1.02748,-1.45907,-1.33001,62.9484,123.34,507.163,2.61209,2.74401,2.70105,0.0896981,1,2.8273e-09
83.2367,34.3173,95.7768,67.2067,141.846,-1.75053,-1.18968,-0.0676563,-1.20172,-0.70302,37.554,125.091,351.014,2.47365,3.02691,2.51597,0.245821,1,2.8273e-09
91.7263,59.7546,147.341,56.6743,169.9,0.0972081,-0.639043,0.0358287,0.658854,0.264026,94.4,126.9,379.796,2.00071,2.36852,2.36773,1.06051,1,2.8273e-09
52.1571,50.6023,144.519,27.5586,122.215,-1.49974,-1.25584,-1.88652,-2.34212,-2.30704,56.8234,124.56,287.666,1.51408,2.55872,2.52932,1.09757,1,2.8273e-09
102.233,77.127,147.998,58.1174,202.168,2.84099,1.18421,1.1512,2.37975,1.67689,170.528,127.715,502.888,3.02133,3.16701,2.67853,0.393596,1,2.8273e-09
47.3854,42.8728,75.7479,16.8182,91.7006,2.26855,1.72708,-0.63571,2.00348,0.10617,38.9125,124.66,369.576,2.61431,3.9866,2.73097,0.596869,1,2.8273e-09
63.3639,44.4213,61.9608,57.1392,88.0766,0.827024,-1.65845,-0.72175,-2.17401,-1.92894,189.698,123.703,411.041,1.44412,2.19929,1.56147,1.89438,1,2.8273e-09
94.3204,39.6578,136.791,31.0727,113.892,-1.05633,-0.207229,-0.495227,-0.000917933,-0.585609,68.6858,127.541,316.664,1.79811,2.74815,2.69026,0.673036,1,2.8273e-09
72.9986,42.5473,89.0892,43.666,46.6489,-0.824123,0.663145,1.10516,1.40801,2.17986,125.1,125.727,357.333,0.879341,2.82187,2.05933,1.72014,1,2.8273e-09
44.8626,36.1542,71.5139,60.6995,90.8482,-0.0332114,-0.829349,1.35383,0.205541,1.22798,59.675,124.932,283.72,1.69478,2.44518,2.01371,1.29372,1,2.8273e-09
108.531,76.6696,43.773,39.3351,67.2163,-1.11295,-1.50274,-1.7308,0.555981,-1.15991,179.846,126.761,342.309,0.852576,0.852576,0.587495,2.57614,1,2.8273e-09
75.5834,40.4158,96.9991,84.6689,156.992,-1.81692,-1.42991,0.399163,-0.509784,-0.0337658,36.7214,124.989,425.302,2.83793,3.49835,2.70692,0.462535,1,2.8273e-09
138.854,57.6677,107.985,49.9793,104.663,0.0678375,0.926466,-1.28365,-0.85973,-1.52231,186.986,122.405,478.316,1.81534,2.65362,2.28367,2.45128,1,2.8273e-09
181.21,54.9476,170.243,115.784,260.647,0.951207,0.318957,0.47255,0.19954,0.398835,104.001,123.907,543.5,1.9709,2.81905,2.77811,0.81321,1,2.8273e-09
59.8908,51.9737,125.167,29.5084,96.511,-1.72901,1.49712,0.25943,-0.0924583,0.307088,269.17,122.769,449.211,1.63705,3.20929,2.51905,0.0201612,1,2.8273e-09
122.246,107.211,76.1317,19.232,63.0261,2.61905,0.874302,1.96343,-0.229957,2.12975,316.065,124.434,470.472,2.37234,2.37234,2.27995,2.56756,1,2.8273e-09
89.3904,56.6936,139.379,37.318,133.518,-1.3021,-1.11082,1.65821,2.2952,2.09808,73.1102,124.81,778.899,3.4448,4.13969,2.89372,1.0115,1,2.8273e-09
148.082,45.038,141.547,37.0262,158.627,-1.25631,-0.871945,0.0885035,-1.11218,-0.235276,59.1423,123.426,444.002,2.01775,2.90891,2.57939,0.496073,1,2.8273e-09
70.2861,41.8307,71.7072,48.8474,84.2226,-2.11259,-1.86667,-0.544165,-1.96006,-1.64891,39.2021,125.365,284.557,2.04689,2.70258,2.20091,0.638626,1,2.8273e-09
178.418,110.34,97.32,80.8916,177.309,-0.0576513,-1.55504,0.752612,2.049,1.52716,265.681,124.545,884.101,2.90876,2.90876,2.79363,0.975627,1,2.8273e-09
134.989,116.937,262.359,34.843,297.117,-1.06914,-1.57771,0.0284572,1.23194,0.207528,98.7081,122.343,751.304,3.13215,3.13215,2.93354,0.452946,1,2.8273e-09
78.1858,61.6197,101.839,86.708,141.702,1.71919,0.0265948,0.510656,0.619665,0.722541,143.112,124.802,389.526,2.10686,3.04319,2.79293,0.742433,1,2.8273e-09
64.482,48.0081,97.4606,44.7987,84.1646,-0.466249,-0.23873,0.446808,-0.274727,0.377663,83.7477,124.609,272.938,0.94487,1.82064,1.57514,1.66209,1,2.8273e-09
119.232,61.7618,117.967,114.716,216.719,-2.30143,-2.00555,1.17967,0.400278,0.894995,67.5545,125.775,1005.7,3.81893,4.63513,3.06045,0.650618,1,2.8273e-09
47.1234,39.0696,168.768,51.823,181.24,-1.56444,-0.815632,0.6863,0.517004,0.767376,38.0391,126.742,428.65,2.31037,3.83662,3.10706,0.254853,1,2.8273e-09
87.2639,35.8931,123.683,90.3061,192.246,1.58911,2.65307,0.513653,1.24456,0.945535,65.8007,122.761,413.414,3.09925,2.84461,2.63347,0.0325252,1,2.8273e-09
148.453,79.5472,73.0338,14.3736,85.396,0.596813,0.40675,-2.41283,0.436974,-2.24356,186.492,128.27,629.926,1.73907,3.58457,1.9471,2.01362,1,2.8273e-09
90.3506,42.1443,95.449,31.0177,64.6899,0.00113914,-1.4578,-1.00073,-2.16159,-2.04253,143.287,127.544,327.991,1.08619,2.11644,1.86429,1.99839,1,2.8273e-09
71.4134,44.0665,63.1404,51.1353,14.4238,-0.354178,-1.69178,1.71223,0.877432,3.41939,140.114,123.429,444.921,2.26808,2.26808,0.934947,2.98205,1,2.8273e-09
88.1293,82.5791,160.676,34.4194,162.347,-0.649515,2.2528,0.299831,1.10888,0.55811,344.595,124.61,592.517,1.71285,3.17657,3.0314,0.127365,1,2.8273e-09
91.9893,49.5605,72.9165,34.8463,82.9281,0.247172,-2.62227,-0.664751,-2.4632,-1.84273,292.536,124.186,458.633,1.02013,1.9026,1.66981,2.10306,1,2.8273e-09
43.6989,43.6035,41.809,29.336,26.9595,-1.33201,0.5465,-1.84534,0.588639,-2.12054,123.482,126.399,262.869,2.55156,2.79217,2.74457,2.25179,1,2.8273e-09
151.907,52.0698,175.976,21.2231,185.949,0.193878,-0.266599,1.02625,-0.584722,0.937026,129.36,127.629,462.965,2.04703,3.13965,3.0273,1.49108,1,2.8273e-09
52.3681,46.4274,72.0282,64.9996,61.7643,0.266413,1.46425,-0.587,-0.175089,-0.816093,94.7868,125.569,306.616,1.84902,1.84902,1.64029,1.55619,1,2.8273e-09
114.719,101.115,144.319,36.6655,178.294,-0.663907,0.243464,-2.39659,-0.910773,-2.23581,183.754,122.32,652.728,2.71711,2.54423,1.86304,1.52965,1,2.8273e-09
66.5852,37.8476,107.187,34.8084,73.7079,-1.1405,-1.66263,0.580681,0.177761,0.865078,30.311,123.87,359.51,1.84656,3.54817,3.10275,0.0390204,1,2.8273e-09
85.2051,37.2916,57.2458,42.9426,100.063,1.19724,0.826156,0.172026,-1.94622,-1.12217,80.4488,125.891,414.225,2.62288,2.62288,2.41421,1.49395,1,2.8273e-09
45.4306,40.5879,147.545,25.6228,123.362,-1.30251,-1.0554,0.543819,0.0370619,0.645002,24.9936,125.542,345.442,1.14425,3.22938,2.64953,0.458505,1,2.8273e-09
217.57,116.264,217.732,26.685,244.195,-0.776545,-0.180168,0.22193,-1.28482,0.0171619,152.064,126.457,647.244,2.56011,3.26298,3.10646,0.648396,1,2.8273e-09
60.6834,53.7741,109.286,36.0052,126.801,0.655662,0.0344888,2.22321,0.729278,2.13276,49.7153,124.792,377.159,2.09048,2.99689,2.55424,0.555532,1,2.8273e-09
315.808,59.0969,437.81,115.191,541.186,-0.807739,-1.34299,1.05334,0.798662,1.02067,91.3003,127.342,1370.9,3.47449,3.56428,3.03982,0.00443745,1,2.8273e-09
59.0466,55.884,75.3888,50.0424,43.7382,2.29245,-2.37846,0.739333,0.101139,1.20006,597.301,124.134,743.442,2.4518,3.0549,2.63063,2.25024,1,2.8273e-09
64.8742,37.3133,100.278,87.4208,141.443,-0.49424,-2.82027,-0.248999,-0.407902,-0.424643,143.923,124.284,418.123,3.08781,2.6157,2.60418,0.312783,1,2.8273e-09
38.4648,36.6567,75.4404,51.8427,114.629,-1.12208,-0.348856,-1.42499,0.194994,-1.01616,32.7477,125.601,247.832,2.50237,2.50237,2.48397,0.196916,1,2.8273e-09
147.456,74.3285,104.324,56.6887,102.433,1.34754,-0.162931,0.784075,1.01689,1.221,264.77,125.518,444.279,1.00592,2.8885,2.833,2.49381,1,2.8273e-09
61.8179,40.4337,40.3098,33.8917,15.0464,-0.457994,-1.91196,-1.97039,0.266551,-2.87278,126.529,124.446,253.629,1.89302,1.89302,1.13849,2.69859,1,2.8273e-09
47.5257,43.9239,89.5277,81.6538,128.704,0.677454,0.387728,-0.193419,-0.84567,-0.683661,30.9036,126.333,302.018,1.99548,1.99548,1.79542,0.564192,1,2.8273e-09
66.9197,48.9823,140.537,19.5871,142.408,0.0149962,0.811644,-0.552227,-2.21746,-1.01418,52.6556,122.181,363.493,2.74016,3.18416,3.13323,0.340103,1,2.8273e-09
150.99,127.635,116.899,53.9957,169.698,-0.511045,0.282421,0.387914,-1.04065,-0.119945,242.172,125.038,512.217,2.33333,2.33333,2.15321,1.74195,1,2.8273e-09
212.414,35.0003,211.371,114.381,302.074,0.792137,1.16253,-0.83057,-0.628023,-0.8119,44.7616,125.939,766.045,3.22752,3.49847,3.09937,0.307236,1,2.8273e-09
120.564,93.4162,132.026,93.8024,224.027,0.868507,0.874711,-0.544739,-1.62813,-1.11604,90.2717,129.711,693.914,3.2648,3.2648,2.94307,0.865746,1,2.8273e-09
92.3821,55.5315,126.168,115.985,206.293,-1.25935,-1.69953,1.52733,1.47373,1.64904,38.9434,126.977,874.906,3.73795,3.73795,2.49132,0.0786574,1,2.8273e-09
137.06,111.05,367.801,84.7915,444.783,-1.92212,0.669564,0.580812,1.11382,0.706528,421.45,126.809,1172.62,3.94719,3.94719,3.05216,0.443239,1,2.8273e-09
332.124,122.067,169.201,95.2205,242.85,-0.1925,1.98649,1.25525,0.719824,1.15546,663.429,125.192,1002.91,0.835527,3.43873,3.11912,2.75985,1,2.8273e-09
66.9122,33.7115,48.8636,44.4049,57.3694,2.12543,1.79922,-0.493037,1.39574,0.902232,72.1788,125.465,318.471,1.42621,3.00946,1.48341,1.61232,1,2.8273e-09
110.79,50.6861,138.96,67.5429,165.009,-2.08768,-1.06651,-2.45112,-2.38115,-2.65027,82.1207,124.343,408.717,2.30098,2.90576,2.88294,0.120756,1,2.8273e-09
155.695,124.831,130.671,78.8749,169.679,-2.53181,-1.12793,-1.71205,-1.40847,-1.80493,319.393,126.789,569.649,1.45131,3.03562,2.92284,2.03177,1,2.8273e-09
92.7654,39.038,110.679,35.4958,88.9638,0.335096,0.899043,1.22482,2.02634,1.94394,120.584,126.943,320.821,1.1588,2.78097,2.6348,2.53632,1,2.8273e-09
147.547,53.6623,158.58,55.9528,186.952,-0.622655,-1.28689,1.05233,0.30824,0.990412,90.3568,127.346,594.998,2.31561,3.15681,2.67579,0.743516,1,2.8273e-09
51.6033,47.022,116.993,60.2987,138.583,1.46812,1.30491,0.742376,0.0472331,0.657943,49.2628,125.6,307.599,2.01814,2.98151,2.89183,0.953674,1,2.8273e-09
65.9032,64.0783,99.4362,43.6887,98.4809,-1.30237,-0.0226123,-1.19432,-0.222158,-1.25591,97.2891,123.393,313.465,1.91792,1.99711,1.99418,0.566849,1,2.8273e-09
141.631,45.7878,99.8362,88.5896,168.781,0.42843,-0.117519,-0.312753,-1.22422,-0.88389,50.5195,122.016,447.662,2.28252,2.28252,2.15883,0.236918,1,2.8273e-09
87.2742,42.036,108.503,56.3019,117.525,-0.538736,-1.94362,-0.703742,-0.114812,-0.700977,112.544,124.616,341.739,1.52739,3.13519,3.13085,1.07704,1,2.8273e-09
121.029,50.8168,200.182,15.6625,189.115,-1.48566,-1.29516,0.381734,-0.641931,0.349884,40.449,120.029,551.241,0.829477,3.4874,2.9453,0.443128,1,2.8273e-09
40.5135,36.4762,84.612,73.9761,96.3703,2.29932,1.61625,0.0809719,-0.185561,-0.0720276,34.2532,127.712,363.092,2.54053,3.12066,2.19487,0.456052,1,2.8273e-09
60.9821,58.921,141.665,107.974,235.941,-2.81354,0.207974,0.727085,-0.0414423,0.442502,259.908,127.042,758.913,2.75962,4.64314,3.00379,0.293435,1,2.8273e-09
52.8594,32.8977,79.6114,40.4945,50.1977,-2.10614,-1.54823,-0.0640689,-1.05389,-0.962536,30.9376,123.817,279.694,0.782427,3.47988,2.81771,0.36895,1,2.8273e-09
70.5257,65.2952,159.92,17.0425,175.138,1.42888,-1.80611,1.5073,-0.434489,1.4056,336.22,120.757,700.882,2.39287,2.39287,2.39158,1.0362,1,2.8273e-09
51.7519,40.7705,84.5064,40.5182,120.341,-2.89702,-2.10769,-1.07567,0.746186,-0.598167,43.1473,126.597,432.926,3.56893,3.56893,3.0692,0.216255,1,2.8273e-09
54.6193,47.3206,105.201,49.1476,139.36,-0.16365,0.140725,-0.493722,0.861241,-0.0453194,24.6163,124.253,279.099,1.84581,3.0187,3.0006,0.342154,1,2.8273e-09
54.3509,38.0861,54.1326,41.1512,52.671,-0.502955,-0.953945,-1.82993,-0.033487,-1.86391,85.1482,125.09,232.78,0.713778,2.86268,2.53655,2.21678,1,2.8273e-09
46.5727,35.1151,83.5387,55.7649,124.098,0.486253,-1.18377,1.70876,0.273753,1.40832,77.3731,123.942,349.186,2.57393,2.57393,2.26508,0.32798,1,2.8273e-09
36.5069,34.9111,84.7026,41.7684,73.1469,-2.13546,-0.933064,0.638748,-0.512972,0.467805,59.0237,126.014,322.841,1.11573,3.46907,2.08284,1.0673,1,2.8273e-09
90.5233,55.5167,122.742,34.7376,104.354,-1.40104,0.0993411,-1.39348,-0.653548,-1.63107,160.25,127.879,360.608,2.2903,2.68258,2.68256,1.73436,1,2.8273e-09
148.602,65.3014,173.55,31.851,201.648,0.729523,0.39878,0.0300512,-1.41195,-0.275507,97.4573,123.113,495.816,2.75291,2.75291,2.66257,0.936482,1,2.8273e-09
94.9613,53.2855,140.888,47.695,157.191,-2.11537,-1.34875,-0.125091,0.661426,0.103055,99.8504,123.411,532.931,2.33129,3.20586,2.51323,1.21196,1,2.8273e-09
57.504,40.1028,58.92,27.2497,76.5971,0.254779,1.35687,0.812532,-1.57304,-0.124288,68.1025,126.252,279.634,2.62318,2.98732,2.93479,0.78231,1,2.8273e-09
239.867,63.5207,163.945,146.35,295.138,0.151971,-0.576512,1.7007,1.22305,1.54613,133.973,121.47,825.043,2.76905,3.46618,3.10095,0.639201,1,2.8273e-09
118.857,78.9287,173.807,111.892,271.781,-1.21565,-0.820834,-0.500594,-1.09672,-0.794908,49.1226,121.972,500.386,2.58,2.88954,2.79967,0.275669,1,2.8273e-09
36.2013,33.5833,63.495,36.6504,65.3049,1.14193,-0.385719,1.19034,-0.62147,0.936161,67.9196,125.442,232.713,2.35316,2.69523,2.69479,0.947395,1,2.8273e-09
64.1336,45.9042,106.23,66.4749,144.156,-1.49344,-1.966,-0.606314,-1.6198,-1.24573,54.1784,130.161,321.901,1.87837,2.5313,2.37076,0.863167,1,2.8273e-09
82.7423,69.9502,141.874,57.5479,158.509,-0.0517389,-0.559188,0.337152,0.065877,0.325665,96.4936,123.484,368.991,1.80647,1.96113,1.92219,1.19871,1,2.8273e-09
56.8366,36.7594,61.1732,57.9029,91.2826,0.307437,-0.442099,-0.333694,-1.84335,-1.52191,65.6838,124.795,289.003,2.62959,2.62959,2.55024,1.29228,1,2.8273e-09
109.017,102.918,276.084,77.7741,332.783,0.0930865,-0.470435,0.47461,0.334737,0.47081,81.3608,122.034,589.277,2.39451,2.73776,2.71104,0.471117,1,2.8273e-09
91.4862,38.3418,64.8413,58.609,17.4315,0.497158,-1.37021,0.15401,-0.201902,-0.108106,174.452,124.188,306.601,1.55095,2.05088,2.02197,2.83315,1,2.8273e-09
43.0741,42.0229,98.4529,47.4367,91.631,-0.251358,0.329758,1.20012,0.502694,1.39492,31.1552,123.502,268.179,1.95971,3.07728,2.71347,0.342657,1,2.8273e-09
107.175,56.5707,172.578,37.8374,188.633,0.150635,0.272681,1.14515,0.168712,1.09429,41.0006,124.211,418.371,2.44958,3.20331,3.04502,0.438992,1,2.8273e-09
42.1546,36.5763,86.0109,74.547,139.51,-0.138805,0.502901,0.000743988,1.12262,0.680709,50.8588,123.565,261.554,1.75764,1.75764,1.75209,1.12632,1,2.8273e-09
101.531,33.1917,134.739,20.9166,134.05,1.20002,0.290886,-0.297899,1.28202,-0.0443436,72.2131,122.003,368.33,1.46823,3.47514,3.13573,0.773947,1,2.8273e-09
99.987,73.216,167.518,21.6535,156.742,0.277833,-0.443041,0.714413,-0.407156,0.710923,72.4557,127.591,405.138,1.3518,3.10574,3.07491,0.291748,1,2.8273e-09
98.6662,59.0291,118.243,58.9481,133.768,1.50809,-1.71437,0.140981,0.662409,0.425776,368.295,124.262,583.971,2.98797,2.91276,2.572,0.361024,1,2.8273e-09
105.895,75.4172,44.4782,17.3413,28.2661,0.474793,0.915885,2.04479,-0.832988,2.38907,185.05,123.423,320.24,1.6203,2.70777,2.20615,2.91473,1,2.8273e-09
196.138,82.0864,271.732,50.5753,321.941,0.397604,-0.224496,0.46652,-0.554855,0.311437,88.5418,125.95,635.709,2.88238,3.08737,3.0866,0.0920429,1,2.8273e-09
45.0927,33.5471,52.5294,44.2005,92.7495,-1.58537,0.546624,0.155269,-1.93491,-1.20964,105.002,123.178,280.286,2.55272,3.43242,2.95833,0.802316,1,2.8273e-09
81.8906,71.0686,118.174,85.8362,174.893,2.25191,1.55351,-1.06482,-1.6934,-1.50991,56.6322,123.184,987.472,4.36849,4.36849,2.84307,0.0513809,1,2.8273e-09
61.3284,32.895,92.393,43.3753,65.6061,-1.48573,-1.66049,-1.08749,-1.5822,-1.93569,79.4001,123.003,236.452,0.600889,2.36322,2.32943,2.11114,1,2.8273e-09
337.366,89.5987,320.298,177.518,482.796,0.843431,0.976446,-1.03747,-0.885251,-1.00845,150.83,126.686,1350.78,3.06774,3.63334,3.1086,0.86047,1,2.8273e-09
53.2963,44.9084,86.7621,37.9314,61.3668,-2.19389,2.20994,0.591918,-0.419303,0.585699,443.718,124.276,590.363,2.81656,2.96665,1.01995,1.77145,1,2.8273e-09
60.2672,34.2573,62.8476,36.1075,66.7527,0.144347,0.549619,-1.70444,0.0748803,-1.63308,41.4337,120.946,284.12,2.14753,3.61775,3.10969,0.732179,1,2.8273e-09
59.6145,37.463,104.113,24.1038,83.698,2.25883,2.60169,-1.15728,0.399358,-1.28294,96.0414,129.794,635.383,3.19756,4.01655,2.11257,2.85164,1,2.8273e-09
78.6586,72.5622,116.439,60.5641,171.296,1.52218,1.35682,-1.2322,-2.47995,-1.86856,47.6275,120.28,887.652,3.68062,3.68062,2.44138,0.55618,1,2.8273e-09
83.5263,63.2594,93.126,78.27,141.687,-0.635134,-0.0538251,-0.411843,0.500718,0.00990047,56.1149,125.716,349.534,2.42805,2.8595,2.85076,0.449251,1,2.8273e-09
54.9581,38.89,109.257,63.6002,147.218,0.699362,-1.06338,0.638784,1.62136,1.22611,109.267,124.388,362.31,1.7714,2.6621,2.66141,1.3115,1,2.8273e-09
235.662,72.0568,240.856,68.414,283.195,-1.16306,-1.04151,-0.279014,-0.256198,-0.298509,116.963,124.327,676.029,1.8202,2.86677,2.72705,0.903318,1,2.8273e-09
44.4545,38.4226,56.9116,54.1486,28.413,2.36111,-1.9886,1.30377,0.234771,2.06227,368.599,124.085,508.176,3.23976,3.18393,3.00324,3.00984,1,2.8273e-09
289.553,143.199,374.6,73.8623,448.4,0.673624,0.308168,-0.653389,-1.40243,-0.808923,100.301,127.749,1111.19,3.29192,3.29192,3.0126,0.279299,1,2.8273e-09
58.7377,41.9969,82.6166,40.0667,106.463,-1.85733,1.4593,0.834493,-0.824505,0.370213,262.505,122.956,449.371,1.67189,3.62741,2.4315,1.69159,1,2.8273e-09
