ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,drbamin,drba1,dphiba1,dphibb,class,weight
51.3595,0,80.0375,41.7783,38.3162,-0.812337,0,0.783003,-0.0686832,1.31742,4.58005,126.28,215.826,215.826,0.749031,3.47586,3.08812,1.75855,3,2.14551e-09
35.3515,0,59.5984,31.9262,28.9258,0.407946,0,0.38639,-1.45315,-1.14665,5.80125,126.539,170.001,170.001,1.52845,2.3453,2.3452,2.45918,3,2.14554e-09
58.7364,0,58.7313,25.0198,80.5642,-0.401099,0,-0.140458,2.30116,1.15661,7.73699,120.826,231.13,231.13,3.04911,3.04911,3.03795,2.51667,3,-2.14551e-09
89.5693,0,90.609,43.137,68.0466,-1.14173,0,-1.1248,-0.406014,-1.48691,9.94505,123.958,231.403,231.403,1.32314,2.41742,2.41736,1.72056,3,2.14554e-09
34.3916,0,32.5447,14.9488,47.4396,1.33144,0,2.21402,-1.21304,1.69047,6.31902,118.429,164.819,164.819,2.20592,3.12129,2.99391,1.25408,3,2.14551e-09
54.3885,0,36.8147,31.225,47.8617,-1.23518,0,0.52771,-2.157,-1.59289,6.64553,130.243,197.601,197.601,2.55177,3.23549,2.71305,0.618714,3,-2.14554e-09
36.7402,0,88.6706,47.4782,55.3164,0.651012,0,-0.357688,-0.223248,-0.716089,5.14264,124.711,186.425,186.425,0.912093,2.79916,2.61109,1.99183,3,-2.14554e-09
47.7467,0,98.2213,38.6262,66.1801,-0.0245126,0,0.875523,1.20837,1.59464,4.00028,121.539,203.575,203.575,1.27509,3.12112,2.98853,0.217606,3,-2.14551e-09
59.9716,0,73.4031,48.1396,80.7445,-0.220353,0,-0.27059,1.08544,0.510447,5.19388,125.735,213.872,213.872,2.36984,2.36984,2.36931,1.65346,3,-2.14551e-09
70.2761,0,127.082,48.3229,128.071,0.569182,0,0.659741,1.0959,1.01889,6.60194,124.706,243.631,243.631,1.64463,2.68335,2.68183,1.17533,3,-2.14554e-09
40.8603,0,54.5807,36.563,53.3344,-0.235946,0,0.878477,-1.05113,0.157715,3.41476,124.518,173.166,173.166,2.13813,3.18109,2.97949,0.830773,3,-2.14554e-09
80.1321,0,65.2432,47.0293,69.9125,1.67027,0,2.39534,1.01771,2.47288,10.585,120.507,220.405,220.405,1.52483,2.57519,2.47101,3.11637,3,2.14551e-09
77.7816,0,135.196,31.1792,110.703,-1.95407,0,-0.0454094,0.483105,0.0858399,12.1481,128.96,366.5,366.5,0.930084,3.4135,2.83001,1.90104,3,-2.14554e-09
38.2113,0,63.6778,51.8664,28.7377,0.463078,0,-0.0414135,0.884754,1.31175,7.0714,124.764,165.731,165.731,0.64459,2.81043,2.76478,2.12152,3,2.14551e-09
66.3004,0,60.7379,56.829,115.73,1.14462,0,2.1605,0.353708,1.61849,7.9596,122.945,226.494,226.494,0.52404,2.97484,2.79601,2.82849,3,-2.14554e-09
34.2462,0,59.3255,29.3557,41.6046,-1.15742,0,-0.873682,1.06233,-0.491689,2.79462,122.361,172.009,172.009,1.32941,2.42113,2.40445,0.830306,3,-2.14554e-09
64.2969,0,88.084,39.8166,56.7062,1.5641,0,1.41561,2.30443,2.56971,9.57515,126.889,204.328,204.328,2.3141,2.78894,2.78499,1.07595,3,-2.14551e-09
67.7441,0,40.6049,31.4433,44.5699,0.60845,0,-2.0506,0.476273,-1.85972,10.0254,129.347,256.48,256.48,1.49681,3.19719,1.77524,1.26036,3,-2.14554e-09
100.723,0,87.669,84.3003,125.351,-2.1736,0,-1.34537,-0.912899,-1.42308,6.74176,123.55,311.471,311.471,2.57366,2.57366,2.43675,2.12612,3,-2.14551e-09
34.6669,0,66.0511,60.5095,48.8441,0.375917,0,-0.676926,-0.0220869,-0.891443,5.82512,124.128,175.633,175.633,0.977948,2.27995,2.0223,2.88483,3,-2.14554e-09
41.4435,0,84.1264,46.005,38.1591,0.433199,0,-0.113693,-0.322633,-0.60866,10.0134,125.091,179.197,179.197,0.517256,2.92513,2.87355,0.108967,3,-2.14551e-09
170.937,0,124.031,50.8702,170.314,-0.208781,0,0.898268,-0.509411,0.557589,6.61642,127.641,404.894,404.894,1.28477,3.1726,2.97318,2.05463,3,-2.14554e-09
45.2548,0,73.7515,58.3615,77.3863,-0.945535,0,-0.119281,0.814054,0.542987,6.49417,124.478,215.663,215.663,1.53147,3.01021,2.89459,0.182345,3,-2.14554e-09
44.1413,0,69.974,57.1789,29.4984,-1.08238,0,0.100097,-0.280562,-0.308253,4.18213,126.034,189.563,189.563,0.992403,2.04519,1.66869,2.84817,3,-2.14551e-09
68.3712,33.5493,55.9414,25.2252,35.3238,-1.35443,1.94537,0.666442,-1.55158,-0.457794,253.022,125.055,230.881,390.073,0.633135,3.62429,3.00858,1.93855,3,-2.14551e-09
71.9264,0,74.362,67.3652,98.2926,-2.04296,0,-0.218523,-1.13035,-0.96184,11.4533,122.011,277.991,277.991,1.07984,3.01752,2.40352,1.34602,3,-2.14554e-09
78.4785,45.3469,61.3239,55.1349,85.0476,-1.61747,2.38407,-0.252244,1.25441,0.778909,446.076,124.784,354.652,606.591,2.10174,2.81019,2.45628,2.19072,3,2.14551e-09
42.8551,0,69.101,57.9962,33.0105,-2.39574,0,-0.239123,-0.0314749,-0.534788,6.857,123.44,265.89,265.89,1.18881,2.9224,1.97217,3.13668,3,-2.14554e-09
48.1623,0,97.0172,40.6267,63.695,0.561699,0,0.331223,-0.15872,0.401262,4.40495,125.913,191.26,191.26,1.67359,2.97647,2.96753,1.01575,3,-2.14551e-09
66.6577,0,65.1677,22.6796,46.4358,-0.0911675,0,1.21668,-0.985673,1.24782,5.85779,127.037,207.995,207.995,1.51089,2.7475,2.41626,0.941736,3,-2.14551e-09
35.9278,0,104.348,38.8649,67.2342,0.948552,0,-0.2358,-0.0819767,-0.405593,6.28133,126.83,197.008,197.008,0.115461,3.33345,3.11596,0.29562,3,-2.14554e-09
49.1061,0,89.7986,47.9414,62.1548,0.0772792,0,-0.376411,-0.0890984,-0.590628,5.40054,124.366,190.262,190.262,0.542357,2.62252,2.58298,2.19251,3,-2.14551e-09
36.3354,0,80.3759,46.529,34.958,1.55353,0,0.643267,0.41077,1.50682,5.95707,122.825,178.663,178.663,1.54823,3.22426,3.0931,1.58736,3,2.14551e-09
34.956,0,65.6062,63.1297,45.8459,0.426994,0,1.15965,1.35842,2.22197,6.54067,120.976,169.1,169.1,1.10819,1.10819,0.831448,0.354179,3,2.14551e-09
75.0631,43.9849,95.2187,27.0518,97.2193,0.0341474,0.15566,-0.0197352,1.80631,0.736426,33.7825,129.444,241.664,285.903,2.06518,2.8988,2.8983,0.50562,3,2.14551e-09
39.9106,38.5266,75.778,52.8004,24.9261,-1.5114,-1.92093,-1.12021,-0.909126,-2.55025,79.6786,126.846,172.217,219.717,0.81293,2.70839,2.67999,2.82035,3,2.14551e-09
34.791,0,53.9169,52.9212,20.5336,-0.926353,0,1.46839,0.348919,2.54247,3.78673,122.303,210.235,210.235,1.54798,2.79354,1.43841,0.948451,3,2.14551e-09
92.6628,0,104.918,37.5433,67.5755,0.390392,0,-0.579348,-0.588117,-1.07636,7.93995,125.416,260.33,260.33,1.42168,3.05158,2.89339,1.45957,3,2.14561e-09
87.5625,0,124.685,30.8988,96.6741,-1.35194,0,0.8061,0.317813,1.05337,6.84664,125.688,378.745,378.745,0.889149,3.69854,3.00367,2.90429,3,-2.14551e-09
46.8132,0,68.3414,58.9011,47.7228,-1.737,0,0.0870803,-0.639257,-0.668144,5.74931,127.011,223.926,223.926,1.14342,2.69343,1.98175,0.966952,3,-2.14554e-09
114.134,0,98.4728,22.2776,76.449,0.405433,0,0.765347,-0.78114,0.758568,7.53029,122.945,254.776,254.776,0.826962,2.81455,2.79145,0.211674,3,-2.14554e-09
39.6,0,56.7641,48.9959,92.7085,1.71978,0,1.34482,-0.53545,0.731375,4.35459,125.235,215.071,215.071,2.40143,2.40143,2.37198,1.3199,3,-2.14554e-09
63.0283,0,94.9402,45.1409,64.2909,2.10243,0,-0.986226,-0.992547,-1.65512,6.42092,124.457,466.314,466.314,1.53942,3.83182,2.26784,1.08581,3,-2.14551e-09
62.1845,0,94.092,17.6958,78.3847,0.14544,0,0.197499,2.15712,1.01695,8.47038,122.772,212.464,212.464,0.205838,2.95517,2.95471,3.0127,3,-2.14554e-09
95.9386,0,85.3078,36.2201,77.0726,-0.199671,0,-0.782969,-2.13672,-1.7931,15.3116,124.14,272.677,272.677,2.27153,3.03661,2.98006,0.847739,3,2.14554e-09
48.1749,0,72.7277,54.3685,48.5649,-0.218048,0,-1.08726,-1.72567,-2.3149,6.2224,124.346,205.921,205.921,1.88824,2.16651,1.9845,2.65479,3,-2.14551e-09
44.6979,0,80.6103,60.8846,78.2896,0.513794,0,0.242993,0.725147,0.784393,4.00087,122.698,184.84,184.84,1.83704,1.83704,1.81697,0.555487,3,2.14551e-09
49.819,0,84.8973,60.8897,77.2129,1.2232,0,-0.182357,0.0257237,-0.180352,7.50077,124.566,228.753,228.753,0.404358,2.99529,2.64503,1.97127,3,-2.14554e-09
92.7488,0,128.504,35.0099,106.418,-1.08536,0,-1.74388,-1.41002,-2.09017,5.26159,126.168,267.265,267.265,1.41221,2.79287,2.71412,1.12605,3,-2.14554e-09
271.402,0,144.782,97.3629,242.121,0.0506667,0,0.345505,1.32992,0.821982,30.2832,121.703,575.23,575.23,3.00244,3.00244,2.98793,2.14637,3,-2.14551e-09
65.398,0,82.991,50.9956,51.8735,0.252244,0,-0.157348,-0.0183384,-0.2676,7.98989,123.869,202.104,202.104,0.996456,2.32949,2.29319,1.30924,3,-2.14554e-09
64.4475,0,65.6664,50.7851,46.3964,-0.437118,0,-0.0582075,-1.03707,-1.15662,5.95162,121.931,194.403,194.403,1.13581,2.32144,2.29031,1.15599,3,-2.14551e-09
39.1222,0,72.2137,41.0492,34.959,0.860529,0,-1.84318,-0.750494,-2.68931,5.71213,124.548,261.085,261.085,2.14719,3.30359,1.89833,0.796909,3,-2.14551e-09
61.5798,0,68.557,44.8219,71.363,1.58515,0,-1.37232,0.0738118,-1.31419,5.43774,124.054,344.568,344.568,0.151576,3.7617,2.32459,1.98926,3,-2.14551e-09
57.887,0,86.9069,47.8636,39.0959,2.30546,0,1.35563,1.09842,2.43377,6.33926,130.043,215.607,215.607,1.58052,3.07552,2.92517,0.888608,3,-2.14554e-09
189.771,162.345,251.39,20.3237,271.423,-0.0340712,2.40003,0.39797,-1.18018,0.264933,623.22,125.51,464.379,1019.87,2.50366,2.50366,2.46611,2.11798,3,2.14551e-09
59.5509,0,91.0423,19.787,76.7646,-0.474235,0,0.26914,-1.73179,-0.373643,7.71779,127.884,209.711,209.711,1.22242,3.19841,3.11082,1.97994,3,-2.14551e-09
47.6791,0,81.9227,34.3901,64.8545,1.31233,0,0.814235,-0.598225,0.740083,6.10449,126.262,204.717,204.717,0.846229,3.14707,3.10741,2.94529,3,-2.14551e-09
66.7772,0,66.78,31.8451,38.3095,0.57988,0,-0.331014,1.30856,0.762271,7.43289,124.005,195.865,195.865,1.32994,2.54056,2.37164,0.999115,3,2.14554e-09
43.429,0,71.2154,53.5022,36.5547,1.43399,0,-1.44003,-0.923377,-2.39392,8.18295,123.524,313.203,313.203,2.06363,3.44564,1.90065,0.422517,3,-2.14554e-09
33.7146,0,93.2049,41.1357,53.5218,1.55166,0,0.489623,0.100971,0.856308,4.99914,125.576,189.185,189.185,0.558251,2.98262,2.78713,2.51897,3,2.14554e-09
48.7935,0,51.8383,44.7694,14.4648,1.16018,0,-2.01706,-0.584536,-3.41182,6.30055,121.485,299.955,299.955,1.28663,3.86835,2.20665,0.0514742,3,-2.14554e-09
49.5026,0,88.513,33.1963,69.9687,0.0502834,0,-0.531146,0.738795,-0.315419,7.99784,123.808,191.385,191.385,1.08221,2.58164,2.51531,1.57241,3,2.14554e-09
219.133,0,161.898,69.752,193.897,-0.451562,0,-0.890145,-1.06614,-1.08198,5.97674,128.127,464.639,464.639,1.02425,2.83732,2.80322,2.29653,3,-2.14551e-09
68.6722,0,94.8028,14.0766,93.3105,-1.25921,0,0.220098,-2.18755,-0.425478,7.67132,124.187,245.789,245.789,2.0045,3.0148,2.62691,1.66389,3,-2.14551e-09
39.4753,38.463,74.6305,47.8633,59.9787,-0.837115,-0.48014,-0.231771,0.813664,0.419934,22.808,125.22,194.189,235.781,2.01497,2.45543,2.37964,0.380036,3,-2.14554e-09
36.1923,0,55.4911,44.7894,25.1383,0.564247,0,2.21183,0.749572,3.13067,4.09794,125.521,178.199,178.199,2.20924,2.53957,1.93259,2.53568,3,-2.14554e-09
50.2098,0,42.0554,30.1026,56.7223,-0.949872,0,-0.597343,1.90375,1.06097,6.38312,122.478,226.003,226.003,2.18503,2.18503,2.15641,2.35237,3,-2.14551e-09
53.8204,0,71.2744,59.2339,58.6888,0.190832,0,0.199726,0.823018,0.997819,6.27868,123.62,192.591,192.591,0.380305,2.12866,2.12864,2.45228,3,-2.14554e-09
207.213,0,165.732,44.9768,176.145,-0.516352,0,0.823075,1.33919,1.08973,12.8407,124.101,538.424,538.424,1.36536,3.20131,2.90763,1.64201,3,-2.14554e-09
83.5098,0,91.6835,29.4233,70.16,-1.41254,0,0.679162,-0.635908,0.629835,7.09084,122.972,310.407,310.407,1.15621,3.5905,2.9183,1.44557,3,-2.14554e-09
43.8658,0,72.1537,39.6133,40.1722,-2.76107,0,0.234394,-1.10662,-0.811192,6.30769,129.754,304.61,304.61,1.5173,3.6982,2.16885,2.45508,3,-2.14551e-09
38.6805,0,66.1686,33.2804,40.0113,-0.345015,0,0.664215,2.42538,2.46622,5.74355,130.683,214.179,214.179,2.20432,2.20432,1.95971,1.20098,3,-2.14554e-09
60.876,0,67.9789,47.913,63.8479,-0.67674,0,-0.217914,1.08485,0.692823,5.20862,125.338,223.657,223.657,2.22876,2.22876,2.18102,2.14042,3,2.14554e-09
102.502,0,59.8073,30.1432,89.9494,0.746158,0,0.543987,-1.75523,-0.534672,6.19656,120.594,288.384,288.384,2.94695,2.94695,2.94,0.79651,3,-2.14554e-09
55.9287,0,79.5071,43.4825,48.8489,0.230094,0,-0.831073,-1.62798,-2.01755,5.64624,122.696,225.821,225.821,1.80956,2.73651,2.52238,0.397885,3,-2.14554e-09
122.85,0,89.0792,57.3117,138.413,-1.15922,0,-1.43536,0.0255162,-1.05675,21.297,123.484,313.231,313.231,1.72872,2.84617,2.83275,1.78437,3,-2.14554e-09
36.3171,0,67.4468,65.8729,43.1947,0.413774,0,-0.985582,-0.754611,-1.83838,3.47287,127.069,195.731,195.731,1.23537,2.46228,2.02599,2.7532,3,-2.14551e-09
86.1146,52.5632,106.069,44.2072,82.5723,-0.13116,-2.86501,0.0533438,-0.0392816,0.0475019,276.439,125.718,235.678,521.637,2.90018,2.3692,2.36201,2.25414,3,-2.14554e-09
56.4118,0,84.384,30.5023,54.9852,1.29819,0,-0.876627,0.576706,-1.00726,6.75916,128.992,262.028,262.028,1.62676,3.25096,2.41638,0.579435,3,-2.14551e-09
71.245,0,49.5021,47.8629,62.7636,-1.10039,0,-1.19683,0.626076,-0.633519,8.41906,125.898,222.954,222.954,1.67357,2.99274,2.99119,0.000922701,3,-2.14551e-09
217.853,0,160.169,70.8779,208.36,-1.07196,0,1.35925,0.704834,1.27922,18.6126,122.502,774.755,774.755,1.89331,3.71911,2.81443,0.73625,3,-2.14551e-09
33.4153,0,69.9125,60.6252,51.8993,1.179,0,1.76092,2.40551,3.02026,5.3788,127.159,181.143,181.143,1.97757,1.97757,1.89001,2.29873,3,-2.14554e-09
36.6063,0,30.9728,26.1719,17.9331,-1.10889,0,-0.476904,2.42669,2.69131,6.38158,127.092,230.455,230.455,2.70637,2.70637,2.63155,3.02461,3,-2.14554e-09
43.7364,0,56.3615,20.1918,43.7304,1.95264,0,1.54264,-0.919909,1.60515,4.72804,122.978,200.012,200.012,0.931354,2.9053,2.87622,0.86555,3,-2.14554e-09
69.2452,53.5272,96.8225,87.4452,135.392,1.70831,0.952375,1.50296,1.6246,1.85065,54.8256,125.495,244.235,317.492,2.04131,2.75788,2.75022,0.393956,3,2.14551e-09
34.2492,0,64.3435,60.0529,17.9727,2.55675,0,2.05333,1.80031,3.85296,7.3518,124.097,164.612,164.612,2.31435,1.83543,1.76504,3.11258,3,-2.14554e-09
56.6439,0,72.4701,58.2879,49.9861,-1.16547,0,-0.73852,-0.280073,-1.19565,7.00171,124.509,198.578,198.578,1.02647,2.51271,2.47617,1.76327,3,-2.14551e-09
95.8783,0,89.3442,23.1249,112.348,-1.83368,0,-1.24067,0.968488,-0.901006,7.40914,122.228,305.748,305.748,2.59849,3.17974,3.12395,0.827515,3,2.14551e-09
105.384,0,91.5387,41.6284,100.489,-1.7593,0,-0.115296,-1.44729,-0.836239,15.2663,124.326,312.947,312.947,0.67067,3.10452,2.6335,1.97281,3,-2.14551e-09
88.7748,0,79.3903,16.4636,64.5908,0.220572,0,-1.09083,1.23091,-1.03108,8.41686,125.91,245.082,245.082,1.17763,3.2213,2.94228,1.78441,3,2.14554e-09
60.0321,0,108.877,34.164,75.7416,-1.91278,0,0.449363,0.666692,0.875285,6.99544,122.067,348.1,348.1,0.708932,3.88307,3.08196,0.0963943,3,-2.14554e-09
85.0806,0,90.4473,73.8902,105.827,-2.90322,0,-0.92767,-0.724275,-1.17386,10.5065,126.826,383.314,383.314,1.19895,3.18894,2.5033,3.02033,3,-2.14551e-09
35.8235,0,99.3309,38.0075,75.2951,-0.455337,0,-0.0604329,0.758266,0.334462,4.80825,125.966,184.358,184.358,0.976394,2.69246,2.66335,1.68882,3,-2.14554e-09
33.7584,0,61.7045,50.2924,52.089,0.0939608,0,-1.06544,0.233935,-1.07043,3.15788,125.895,173.372,173.372,1.4033,2.32812,2.01889,1.1056,3,-2.14554e-09
34.9414,0,76.1932,50.2761,30.0866,2.41479,0,0.592549,1.06624,2.02681,5.27881,126.353,205.524,205.524,1.23773,3.29366,2.74365,0.0168922,3,2.14551e-09
40.0712,0,57.814,21.6307,56.2011,0.568758,0,1.52022,-1.03521,1.33394,6.27379,129.815,179.402,179.402,1.52084,3.09358,2.94363,2.98724,3,-2.14554e-09
80.2186,0,62.9095,40.295,88.9326,-0.346917,0,-1.61582,0.303321,-1.23295,12.3449,123.775,238.269,238.269,2.74998,2.74998,2.43972,1.73846,3,-2.14554e-09
40.5471,0,68.5115,48.7078,53.0279,-0.833482,0,0.830189,-0.266675,0.847208,8.48763,123.945,194.503,194.503,1.68713,3.39086,2.95467,0.973208,3,-2.14554e-09
63.9494,0,82.1193,55.0136,71.5642,-1.75888,0,-2.42274,-1.90219,-2.88648,11.2081,122.213,211.302,211.302,1.91257,2.46994,2.37905,1.99192,3,-2.14551e-09
40.911,0,63.3124,55.2734,55.0769,-0.597775,0,0.515906,-0.533824,0.0581371,4.0348,123.502,181.711,181.711,0.733932,2.2885,1.99924,1.59587,3,-2.14554e-09
39.7392,0,78.6014,57.0302,59.1162,2.47207,0,1.18067,0.753909,1.73935,5.57731,125.42,213.062,213.062,1.95575,3.01469,2.72409,1.16492,3,-2.14551e-09
35.5826,0,70.5908,61.2038,43.3584,-0.649026,0,1.09373,1.40515,2.28486,4.2221,126.144,224.681,224.681,1.44615,3.28834,2.78855,2.54853,3,-2.14554e-09
41.9649,0,63.8344,36.8717,28.1376,-1.94132,0,-0.493322,0.935896,0.245838,4.52823,122.613,238.631,238.631,1.22721,3.0162,2.64589,1.5222,3,-2.14554e-09
102.459,0,150.769,25.8389,128.854,0.918885,0,0.302227,-0.00642394,0.350527,12.7356,122.316,293.819,293.819,0.987488,3.02743,2.96396,1.67622,3,2.14551e-09
53.1971,0,93.2543,36.0134,72.5311,-1.01481,0,0.0780269,-1.11399,-0.54676,3.27097,129.668,211.83,211.83,0.0921083,2.98507,2.77783,2.82678,3,-2.14551e-09
98.5038,0,101.688,47.1205,85.0598,-1.21232,0,-0.778172,-1.29824,-1.42833,10.4328,127.414,250.668,250.668,0.836993,2.25473,2.21253,2.52076,3,2.14554e-09
97.9399,0,104.727,27.4233,129.355,-0.677005,0,0.0314043,1.95011,0.697525,6.76995,122.364,321.926,321.926,3.16397,3.16397,3.08365,2.94699,3,-2.14551e-09
39.5005,0,89.268,41.4284,56.1642,0.410366,0,1.38286,2.05848,2.46019,4.65367,125.221,199.484,199.484,1.83865,2.97844,2.81521,1.72444,3,-2.14551e-09
71.0963,57.7351,111.332,31.8075,80.0741,-0.533863,1.26541,-0.931406,-1.66463,-1.6481,174.028,126.758,208.874,416.59,3.10427,1.90044,1.8584,2.15098,3,2.14554e-09
113.717,35.4465,107.09,72.8952,129.5,-0.548538,-2.66797,1.72162,1.37538,1.90384,164.125,128.723,472.557,844.138,4.68709,3.53472,2.70936,0.368406,3,-2.14551e-09
151.304,0,78.965,61.6976,140.308,-1.11175,0,-2.20588,-0.577051,-1.75043,13.6642,127.076,346.339,346.339,2.33446,3.16581,2.97072,0.851877,3,-2.14554e-09
96.1678,0,81.783,32.5558,99.6027,-1.87633,0,-0.0808249,-1.91555,-0.984985,9.95472,122.185,298.614,298.614,2.36512,3.32645,2.80025,0.945104,3,-2.14551e-09
34.9696,0,89.5559,40.168,117.189,-1.77407,0,-1.81702,-0.148916,-1.58627,3.52351,125.108,193.656,193.656,2.71986,2.71986,2.71952,1.29878,3,2.14554e-09
87.9753,86.1375,110.396,51.4483,105.142,-0.945228,0.749798,-0.619749,-0.603109,-0.885973,234,123.046,243.707,412.913,1.35393,1.93165,1.90404,2.41666,3,2.14554e-09
33.4193,0,93.0343,43.9947,69.0611,0.0808937,0,0.416615,1.15946,1.19099,6.98045,127.953,180.708,180.708,1.72949,2.81672,2.79664,0.158654,3,2.14551e-09
41.1833,0,76.1876,58.2342,54.5542,-2.15029,0,-1.1342,-0.848166,-1.807,8.26127,124.332,197.937,197.937,1.44803,2.76583,2.57243,0.189643,3,-2.14554e-09
33.2563,0,91.4903,44.9183,55.3166,0.104861,0,-0.0791921,-0.25947,-0.337727,5.05938,125.225,169.41,169.41,0.860723,2.4683,2.46143,1.60435,3,-2.14554e-09
33.964,0,81.5873,47.9438,34.1978,-1.54204,0,-0.279312,-0.549261,-1.18608,6.45987,126.078,183.929,183.929,1.06372,3.27218,3.01872,0.93573,3,-2.14551e-09
39.0192,0,73.2076,54.2735,39.0418,2.24859,0,1.92693,1.66357,2.98217,6.13898,122.492,170.726,170.726,1.73964,2.45189,2.4307,0.750593,3,-2.14554e-09
71.6329,0,75.6869,58.6846,74.3834,-2.57756,0,1.52479,0.628475,1.73823,8.25994,127.814,677.052,677.052,2.28722,4.56109,1.99357,0.288743,3,-2.14554e-09
35.4355,0,60.0677,41.4505,22.3131,-0.603927,0,-0.365213,1.03065,1.05809,5.58047,124.499,165.878,165.878,0.934426,0.934426,0.90342,2.36266,3,-2.14551e-09
164.351,0,96.173,86.7326,133.299,-2.6495,0,0.728296,0.8945,1.03878,12.2374,126.161,1007.32,1007.32,0.876973,4.37791,2.78507,3.00959,3,-2.14551e-09
108.494,92.2643,214.352,67.089,251.702,0.0456765,-0.458512,0.101119,0.166029,0.130349,111.716,126.159,361.615,488.939,1.6448,2.68295,2.68237,0.973731,3,-2.14554e-09
39.615,0,73.7479,62.1922,60.3045,-0.482804,0,1.21577,1.3612,2.0349,2.64989,122.23,228.486,228.486,2.68825,2.68825,2.08363,2.52436,3,-2.14554e-09
114.996,0,88.5566,59.4021,103.248,0.560709,0,0.237427,-0.655663,-0.197983,16.7682,125.355,293.943,293.943,0.523701,2.68001,2.66044,2.19366,3,-2.14554e-09
35.9713,0,64.181,29.0692,42.039,-0.918929,0,0.499418,-1.38882,-0.486297,5.36327,125.727,176.571,176.571,1.40146,3.42859,3.12146,0.74971,3,2.14551e-09
33.104,0,69.3695,62.6221,39.5276,-1.07682,0,-0.31888,-0.0149778,-0.562713,6.02507,127.529,177.486,177.486,0.321168,2.53801,2.42219,2.46046,3,2.14554e-09
47.7522,0,116.443,33.2287,83.8575,2.39502,0,-1.55234,-1.18885,-2.02497,5.24366,126.042,607.676,607.676,1.50949,5.0239,3.10771,1.13086,3,-2.14554e-09
106.824,0,122.57,33.9639,88.8252,0.574404,0,-0.438722,-0.463676,-0.739463,8.35469,128.902,296.203,296.203,0.899474,3.14847,2.98101,0.706754,3,-2.14554e-09
34.7112,0,86.3662,38.9486,47.4221,-0.0491918,0,-1.2137,-0.558292,-1.90265,4.55368,122.28,178.461,178.461,0.577926,3.08501,2.85678,2.86222,3,-2.14554e-09
122.595,0,82.9621,51.5106,124.79,0.921004,0,0.91828,-0.676547,0.389025,18.0508,126.048,314.4,314.4,1.22783,3.11654,3.11654,2.30147,3,-2.14554e-09
48.0963,0,93.571,44.8169,58.3526,0.0252583,0,0.00754633,-0.128878,-0.0870463,4.01736,125.795,186.577,186.577,1.02758,2.62603,2.62597,1.47673,3,-2.14554e-09
88.4405,0,96.3613,73.3595,116.214,1.65899,0,1.93513,1.79781,2.24433,6.90273,124.229,258.713,258.713,1.81283,2.43678,2.42109,2.44192,3,2.14551e-09
62.8046,0,103.943,37.458,74.7734,-1.60935,0,-1.60388,-0.700486,-2.01835,5.90679,133.426,215.011,215.011,0.887262,2.96519,2.96518,0.923654,3,-2.14551e-09
110.045,0,100.337,61.435,128.454,-0.459163,0,-1.23417,-0.283423,-1.11774,13.5169,125.197,295.358,295.358,2.52554,2.82452,2.71612,0.295953,3,-2.14554e-09
85.8432,0,91.4137,39.4733,88.7208,-1.17526,0,1.1508,2.44847,2.09957,10.1244,127.43,487.86,487.86,3.18852,3.18852,2.18085,2.09036,3,2.14554e-09
43.8886,0,114.501,38.599,89.007,0.790386,0,1.39541,1.67023,1.97892,6.37136,125.909,194.527,194.527,0.888152,2.61922,2.54838,2.17883,3,-2.14551e-09
41.8078,0,72.4597,60.0596,49.1259,-2.14458,0,-0.622649,-0.21781,-1.0459,9.34955,125.98,226.957,226.957,2.17368,2.17368,1.55196,2.40747,3,-2.14554e-09
37.6869,0,87.0145,25.8606,61.654,-0.867596,0,0.222387,1.75983,1.1943,5.7434,124.066,209.902,209.902,0.592107,2.80997,2.58996,3.13872,3,-2.14554e-09
46.5768,0,76.4556,68.6304,75.6157,-1.15664,0,0.0943129,0.30953,0.372286,6.20277,124.805,225.333,225.333,2.51651,2.51651,2.18356,0.987069,3,-2.14554e-09
116.175,0,126.361,37.7138,106.041,0.257898,0,0.812489,0.764805,1.12488,5.51035,125.247,290.187,290.187,1.33886,2.82748,2.77256,1.15732,3,-2.14551e-09
44.6829,0,100.52,37.2033,65.138,1.86474,0,0.397449,-0.270074,0.457367,4.02012,128.273,238.397,238.397,1.66203,3.08055,2.70866,1.09485,3,-2.14554e-09
33.2686,0,66.2693,64.8308,42.5135,-0.232724,0,-1.28272,-1.14796,-2.26341,3.86701,124.33,178.085,178.085,2.11201,2.11201,1.83251,0.246767,3,-2.14554e-09
41.6092,0,53.9893,14.5661,46.0713,-0.365617,0,1.77595,-1.05091,1.80712,5.36985,119.73,197.631,197.631,1.13229,3.76799,3.10023,0.415219,3,-2.14551e-09
49.5353,0,66.1893,18.8715,64.6589,2.25503,0,-0.166888,2.39382,1.14595,4.93893,129.701,249.765,249.765,0.248188,3.78168,2.90438,2.72068,3,-2.14551e-09
43.216,0,95.2143,46.2853,67.5824,-2.57078,0,-1.14099,-1.29846,-1.86206,8.62372,124.757,216.93,216.93,1.53925,2.72503,2.31981,0.712714,3,-2.14554e-09
68.7934,0,60.1397,37.2311,66.4419,-1.06734,0,-1.38178,0.467078,-1.1479,7.57602,123.145,212.45,212.45,2.26497,2.26497,2.24304,2.45451,3,2.14551e-09
