nbjet,njjet,ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,drbamin,drba1,dphiba1,dphibb,class,weight
1,1,58.63,0,75.7026,68.4527,95.737,0.847883,0,0.743288,-0.0801113,0.556814,10.6412,123.821,212.445,212.445,1.59387,3.02514,3.02333,0.0238021,4,6.06e-09
1,0,38.2424,0,41.6694,21.896,21.1739,-0.360045,0,1.19009,-1.50593,0.668194,3.94332,123.9,158.685,158.685,1.94825,1.94825,1.18014,0.362251,4,6.06e-09
1,1,59.2594,0,104.237,33.7747,70.7169,0.0314822,0,1.59569,2.23779,2.44087,5.66853,124.694,263.668,263.668,1.72586,2.6099,2.08922,1.43168,4,6.06e-09
1,0,40.3811,0,81.1159,55.4713,53.0976,-1.83367,0,-1.40987,-1.305,-2.25731,5.01661,126.041,176.257,176.257,1.34286,3.06786,3.03845,0.921294,4,6.06e-09
1,2,32.6671,0,73.8763,44.4219,32.6315,-2.16698,0,-0.421513,-1.26782,-1.88275,4.13031,124.193,185.858,185.858,0.446943,2.33942,1.55763,1.40902,4,6.06e-09
1,0,33.9708,0,92.921,39.8073,54.1775,-2.96143,0,-1.1958,-1.82632,-2.27214,4.96659,127.285,208.316,208.316,2.11718,3.23464,2.71025,1.67822,4,6.06e-09
1,0,44.4747,0,55.7983,22.2893,33.6611,-0.529799,0,0.0729191,2.31861,1.95264,5.39524,119.825,201.202,201.202,0.464208,2.94981,2.88758,2.93716,4,6.06e-09
1,0,35.3992,0,74.2666,57.6272,48.7021,-0.0691286,0,0.928658,0.462497,1.52784,4.00212,126.377,179.659,179.659,1.25441,2.51566,2.30932,0.381006,4,6.06e-09
2,0,70.0508,41.9928,81.0896,80.1598,103.329,-2.44879,1.67746,-0.695629,-0.582375,-0.929182,429.361,124.129,317.556,592.608,2.27658,2.94455,2.36575,1.89129,4,6.06e-09
1,0,38.2324,0,77.6832,56.8701,48.5468,0.906976,0,-1.58699,-1.81648,-2.67956,5.39864,126.418,298.594,298.594,2.14321,3.66297,2.6828,0.00619161,4,6.06e-09
1,1,123.889,0,130.248,71.6247,200.234,1.23378,0,1.60579,0.412799,1.3043,8.95449,124.85,351.811,351.811,2.66179,2.96867,2.94527,0.441786,4,6.06e-09
1,0,33.9135,0,70.1142,38.5145,57.3673,-0.104568,0,2.38332,0.887218,2.67824,7.23179,125.573,214.777,214.777,0.927508,2.76043,1.19599,0.717661,4,6.06e-09
1,0,49.8312,0,75.5833,53.4756,44.9911,-2.52695,0,0.520175,0.16468,0.957352,6.50172,123.078,372.047,372.047,0.345748,4.07766,2.70967,0.754459,4,6.06e-09
1,0,36.7759,0,51.218,46.2467,6.13178,2.11735,0,-0.143689,-1.65551,-3.70085,3.87174,126.446,329.769,329.769,3.63719,3.63719,2.84901,3.10058,4,6.06e-09
1,1,59.7208,0,72.5564,47.1304,41.6022,0.194989,0,-1.30729,-0.408791,-1.9556,8.25629,124.682,216.714,216.714,1.58694,2.38613,1.85385,2.89125,4,6.06e-09
1,0,43.116,0,95.3517,49.3277,86.4577,1.2304,0,0.891957,1.53432,1.60213,7.65423,124.361,190.562,190.562,1.06677,2.64461,2.62286,3.07516,4,6.06e-09
1,1,33.7707,0,84.122,46.7524,61.1052,-1.69743,0,0.880555,0.356763,1.2772,7.69966,120.408,258.184,258.184,2.96239,2.96239,1.45938,1.565,4,6.06e-09
1,1,38.4212,0,130.057,32.4951,104.434,0.0746608,0,1.02002,1.05234,1.39503,2.56541,124.584,204.64,204.64,1.08658,3.17832,3.03447,2.32546,4,6.06e-09
1,3,118.206,0,131.59,28.1107,105.995,0.603263,0,-0.34496,-0.774265,-0.622331,8.50663,122.319,309.389,309.389,0.865919,2.78722,2.62096,0.246762,4,6.06e-09
1,0,40.448,0,79.7916,55.2492,66.2267,-1.27788,0,1.77208,1.25512,2.2696,5.35696,122.697,334.548,334.548,1.62782,3.16214,0.834837,2.23343,4,6.06e-09
1,0,36.8501,0,51.0024,48.0161,26.8987,1.24158,0,0.36181,-1.09896,-1.29066,3.91545,123.712,202.488,202.488,1.74816,1.74816,1.51065,1.35414,4,6.06e-09
1,1,94.0127,0,67.0085,63.7369,43.1775,2.0689,0,0.0894973,-0.0817853,0.0182153,7.95738,123.918,346.721,346.721,1.1271,2.34814,1.26322,1.42557,4,6.06e-09
1,0,38.2642,0,80.9628,37.7161,47.4939,-1.11716,0,-0.989151,-0.0909975,-1.46459,5.37759,120.26,168.843,168.843,1.4912,2.34349,2.33999,2.82729,4,6.06e-09
1,0,35.3996,0,62.0417,47.0734,60.8945,-2.5101,0,-0.607361,-2.02511,-1.97534,6.14248,122.963,195.616,195.616,2.11783,2.93561,2.23549,0.124613,4,6.06e-09
1,1,54.388,0,79.1898,57.9798,57.5749,2.19345,0,0.744733,0.565168,1.31172,8.16287,125.096,240.365,240.365,0.806748,2.48553,2.01967,2.50968,4,6.06e-09
1,0,50.4617,0,78.2632,41.499,45.6302,0.590516,0,-1.50541,-2.41991,-2.8651,7.35122,123.174,308.384,308.384,2.01758,3.7292,3.08448,1.74121,4,6.06e-09
1,0,35.7202,0,75.4943,58.6275,57.2867,-1.73248,0,1.60357,1.22341,2.25834,4.04613,123.913,368.458,368.458,2.128,4.02657,2.25478,0.00623946,4,6.06e-09
2,2,53.0772,43.172,145.195,53.9301,172.726,1.35803,-1.66787,-0.107335,-0.926361,-0.411136,209.305,123.974,311.958,437.539,1.90635,3.09423,2.72525,0.613334,4,6.06e-09
2,1,148.112,70.4091,110.66,46.3761,99.6321,1.86546,-1.85684,-0.125325,-0.626535,-0.436647,672.661,126.69,501.194,864.383,1.79505,3.47632,2.84983,2.95997,4,6.06e-09
1,1,134.645,0,88.7841,64.7062,86.4125,-1.36851,0,-0.262546,-0.180739,-0.398321,9.16876,127.006,330.066,330.066,2.26647,2.26647,1.97831,0.419312,4,6.06e-09
1,0,41.6163,0,94.5033,41.4605,53.1734,0.915614,0,-1.18474,-0.988214,-1.9756,7.40337,125.74,250.97,250.97,1.82539,3.04706,2.2075,0.818816,4,6.06e-09
1,1,59.1426,0,58.7047,49.8314,40.0857,0.80946,0,-1.01241,0.289638,-1.12871,5.86304,125.992,200.648,200.648,1.3774,1.93112,0.640326,1.57428,4,6.06e-09
1,1,45.1732,0,85.059,37.4609,60.7079,-0.672103,0,1.60541,0.482648,2.00813,7.88294,125.629,233.514,233.514,2.06773,2.35471,0.59797,2.40955,4,6.06e-09
1,0,46.4688,0,76.6529,46.735,39.6774,1.0884,0,1.60407,0.935245,2.4717,6.4231,123.747,165.73,165.73,1.04206,1.04206,0.905526,3.10875,4,6.06e-09
1,0,33.8786,0,78.3774,46.6754,43.9337,-2.15634,0,-0.423323,0.224984,-0.513986,2.84854,123.694,225.255,225.255,1.47853,2.75822,2.1458,0.0428269,4,6.06e-09
1,0,75.9668,0,97.6358,45.983,97.8727,1.30826,0,1.30001,0.262036,1.35955,9.5185,127.807,239.519,239.519,0.284049,2.76804,2.76802,1.60231,4,6.06e-09
1,1,72.0267,0,132.834,32.7346,113.323,-1.79683,0,0.912593,0.559197,1.13484,6.51868,122.963,441.855,441.855,0.723898,3.68054,2.49107,0.281071,4,6.06e-09
1,1,34.498,0,70.4149,45.7643,33.3281,-1.17071,0,-0.318482,0.5966,0.183343,2.84639,123.608,172.724,172.724,0.868548,0.868548,0.167573,1.73157,4,6.06e-09
1,0,49.6269,0,85.4861,45.703,48.5505,-0.331549,0,0.384726,-0.110117,0.560557,5.76952,125.817,190.064,190.064,0.469099,2.67588,2.57823,2.30983,4,6.06e-09
1,0,48.3218,0,74.6802,60.4883,64.2901,-0.496358,0,-0.764431,-1.23484,-1.63131,10.4331,123.108,176.47,176.47,1.23883,2.54937,2.53523,0.463675,4,6.06e-09
1,0,97.7936,0,103.105,36.3641,67.9734,-0.831007,0,1.25933,1.65913,2.04792,6.92158,124.252,393.415,393.415,1.31565,3.581,2.90758,2.99481,4,6.06e-09
1,0,52.9472,0,67.2077,48.7621,56.7477,-2.23875,0,0.857642,-0.404418,0.723152,9.21245,127.198,341.791,341.791,0.864856,3.57225,1.78139,1.89286,4,6.06e-09
1,1,112.623,0,102.381,41.8768,75.4103,-1.29094,0,0.417369,0.539877,0.807244,12.306,123.239,356.622,356.622,1.22651,3.57034,3.13513,1.98181,4,6.06e-09
1,1,35.4286,0,85.1491,66.2667,85.4268,1.99796,0,-1.83139,-1.91626,-2.42553,4.63562,125.178,527.158,527.158,1.97158,4.28048,1.91275,1.94072,4,6.06e-09
1,0,38.4391,0,62.4554,53.3598,22.9328,0.96305,0,-0.598984,-1.40368,-2.52094,4.71025,123.143,225.6,225.6,2.348,2.348,1.75304,2.87816,4,6.06e-09
1,0,58.171,0,83.9635,67.9986,89.8842,2.49444,0,0.898323,0.816702,1.27286,6.57349,122.684,269.106,269.106,2.68897,2.68897,2.16401,1.67869,4,6.06e-09
1,0,41.7548,0,56.7901,49.5604,48.4612,1.35167,0,-1.48157,-0.0452634,-1.64394,6.17983,125.848,252.89,252.89,0.0561305,2.84575,0.266541,2.43778,4,6.06e-09
1,0,63.7535,0,83.6502,45.614,61.1976,-1.47139,0,0.0365743,-0.785581,-0.566804,7.48399,125.267,236.068,236.068,0.0445628,3.26522,2.89615,2.92161,4,6.06e-09
1,1,33.7578,0,117.643,28.4026,89.3418,-0.5447,0,-2.31236,-1.54077,-2.6845,4.26728,124.247,220.455,220.455,1.03168,3.43618,2.94665,2.26593,4,6.06e-09
1,0,38.5813,0,77.572,42.1878,35.6289,-2.2696,0,-1.27571,-2.04583,-2.78854,5.01517,122.93,172.065,172.065,2.04864,2.45593,2.24583,1.07605,4,6.06e-09
1,0,41.1849,0,96.3082,38.4245,76.7733,-1.07827,0,-1.48122,-0.538584,-1.78598,4.43944,125.689,185.54,185.54,0.716166,2.7114,2.68129,0.843129,4,6.06e-09
2,0,49.0258,40.512,112.023,34.6878,78.9277,2.09356,-0.957628,0.699473,0.476141,1.07417,208.29,124.455,208.556,351.994,1.5844,1.6315,0.847541,1.8735,4,6.06e-09
1,1,47.265,0,57.0562,47.2186,9.83951,1.02097,0,-0.208464,-1.45668,-3.08913,9.41534,124.692,227.37,227.37,1.23541,1.23541,0.121377,1.86324,4,6.06e-09
1,0,42.6133,0,73.0662,45.7211,39.1475,1.70688,0,-0.949833,-0.0557602,-1.49469,9.21381,124.222,273.471,273.471,1.60399,3.34716,2.03602,0.743502,4,6.06e-09
1,1,44.1567,0,74.4629,42.903,31.5837,-0.511903,0,1.14212,0.175929,1.98146,7.40024,126.487,195.434,195.434,1.37882,2.15956,1.38849,0.616011,4,6.06e-09
1,0,44.3202,0,65.6627,61.6754,20.2978,0.915188,0,-1.5477,-1.7583,-3.45497,5.93129,126.425,302.854,302.854,2.33352,2.7244,1.16472,0.756733,4,6.06e-09
1,0,40.0308,0,79.5894,49.2369,36.1871,-0.865611,0,1.0385,0.890837,2.11779,4.56531,123.985,225.429,225.429,1.50491,3.26181,2.64836,2.54567,4,6.06e-09
1,1,39.3751,0,63.1096,60.4695,16.0568,1.23989,0,-0.876754,-1.05426,-2.85432,5.85001,123.022,244.106,244.106,1.09923,2.11784,0.0711539,3.12454,4,6.06e-09
1,0,66.4454,0,59.6232,54.6819,49.7301,-0.366532,0,-0.25635,0.887002,0.730807,6.96339,123.853,207.33,207.33,0.366564,2.62111,2.6188,2.88081,4,6.06e-09
1,0,36.1043,0,62.1871,61.0111,32.2919,1.9447,0,-0.370244,-0.940319,-1.74636,5.13199,124.104,275.435,275.435,2.87799,2.87799,1.70993,0.369095,4,6.06e-09
1,0,40.0443,0,72.5293,64.2959,48.0928,-1.63327,0,-0.299786,-0.246846,-0.726633,5.09333,128.146,205.219,205.219,0.643996,3.10418,2.80316,2.91006,4,6.06e-09
1,0,57.7602,0,55.9874,35.5557,65.3207,1.74103,0,-0.790557,1.20107,0.0722172,6.32098,122.435,261.14,261.14,0.843435,3.5213,2.44758,2.15364,4,6.06e-09
1,0,68.7156,0,75.5793,45.4049,65.0332,1.824,0,2.40651,1.16638,2.70007,8.10099,128.052,209.288,209.288,1.73426,1.98289,1.8954,0.990865,4,6.06e-09
1,1,128.914,0,114.471,42.637,104.635,-0.375699,0,-1.19663,-0.595554,-1.39892,14.7063,124.707,307.175,307.175,1.62529,2.80562,2.68283,1.56941,4,6.06e-09
1,1,89.6994,0,66.1234,54.7419,27.6228,-1.78844,0,0.397597,0.953302,1.86958,6.34081,122.443,386.426,386.426,0.968883,2.75986,1.68466,1.70533,4,6.06e-09
1,0,52.9634,0,110.178,40.0691,83.8225,-1.64441,0,-1.04177,-0.809487,-1.47077,5.37248,125.648,210.141,210.141,1.18326,2.65799,2.58878,3.13331,4,6.06e-09
1,0,42.2373,0,64.9462,60.8346,46.418,0.281196,0,0.89621,0.242957,1.32601,5.97486,124.149,175.72,175.72,0.874107,1.73697,1.62445,1.43073,4,6.06e-09
1,1,33.4271,0,117.477,45.2214,114.881,-1.25969,0,-0.039613,-0.684212,-0.325579,7.83723,124.732,202.034,202.034,1.41814,3.34897,3.11882,1.30526,4,6.06e-09
1,3,52.3231,0,77.4288,25.5288,62.6662,2.35456,0,-0.338149,1.59527,0.514044,4.59103,129.115,273.355,273.355,1.6676,2.82484,0.853826,1.96149,4,6.06e-09
1,1,45.2484,0,73.1657,57.389,34.719,-1.14823,0,-1.09062,-0.93374,-2.22218,5.32507,126.264,171.279,171.279,1.14201,1.14201,1.14056,0.959943,4,6.06e-09
1,2,97.4304,0,93.7921,25.4535,91.395,0.0224007,0,1.50349,-0.328071,1.48771,5.06678,127.983,276.252,276.252,1.55344,2.99978,2.60866,0.711245,4,6.06e-09
2,0,110.36,82.4102,151.273,58.4501,169.606,1.45405,-1.93848,-0.236314,-0.233064,-0.289716,509.663,123.36,422.718,749.461,2.35137,2.88461,2.33744,0.896061,4,6.06e-09
1,0,43.1688,0,40.4059,36.039,34.4405,1.07577,0,-2.15466,0.0353188,-2.30347,6.45454,122.145,257.888,257.888,1.60847,4.3034,2.84316,2.21844,4,6.06e-09
1,1,33.622,0,55.8422,26.2771,36.0231,0.618428,0,1.97044,-0.154118,2.37692,5.67169,122.341,152.936,152.936,0.724269,1.73308,1.08426,2.22106,4,6.06e-09
1,0,51.5053,0,62.9541,31.0462,50.3952,0.323137,0,0.69431,-1.23431,-0.0300092,5.75005,126.958,189.667,189.667,1.26052,2.31122,2.28122,2.02987,4,6.06e-09
2,1,129.334,94.2957,83.7427,63.3672,89.4238,-0.567565,2.8119,1.21973,0.581676,1.39011,605.743,126.013,353.734,773.417,2.31573,2.31573,1.47247,1.88894,4,6.06e-09
1,0,87.2659,0,67.8936,37.7043,43.6557,-1.459,0,-0.467344,1.00076,0.259517,5.44317,125.807,278.088,278.088,0.729896,2.91384,2.7399,2.17924,4,6.06e-09
1,0,50.0229,0,62.9305,60.402,28.6724,1.27391,0,-0.0905332,-0.622379,-1.24707,5.90891,124.457,228.161,228.161,2.13417,2.13417,1.64103,2.48999,4,6.06e-09
1,1,46.268,0,72.5717,62.5037,74.5733,-0.751329,0,-0.0368026,-0.862756,-0.772799,9.73984,126.327,157.689,157.689,0.772861,0.772861,0.294561,2.32359,4,6.06e-09
1,0,58.5662,0,79.3486,53.6509,81.0404,-0.0149681,0,0.157698,-0.872538,-0.480078,4.81854,126.704,208.782,208.782,0.929025,2.67838,2.67281,1.40937,4,6.06e-09
1,0,71.2859,0,94.6991,35.8247,73.565,2.3831,0,0.304982,-0.791314,-0.0281324,8.5434,126.993,376.495,376.495,1.29774,3.70511,3.06745,1.73109,4,6.06e-09
1,0,34.0628,0,59.9201,34.9444,25.5597,1.86604,0,-1.70811,-0.0211236,-2.5376,4.7605,125.934,313.674,313.674,1.72325,4.58497,2.87182,2.64393,4,6.06e-09
1,0,80.4739,0,69.6609,44.5921,54.382,0.219941,0,-1.40578,-0.20012,-1.69108,9.42083,123.231,242.71,242.71,2.1251,3.43181,3.02231,1.33944,4,6.06e-09
1,3,60.2977,0,83.2447,52.4288,104.587,0.295593,0,0.430141,1.7008,1.29084,5.67676,124.564,212.771,212.771,0.953334,2.57195,2.56843,2.86398,4,6.06e-09
1,0,71.6108,0,61.9103,57.097,24.7019,-0.578784,0,1.29108,0.49481,2.38869,5.05524,126.154,249.583,249.583,1.60663,2.59671,1.80181,0.845587,4,6.06e-09
1,0,65.1315,0,64.4285,53.6996,63.2754,1.43106,0,1.35937,0.210056,1.4575,10.5768,122.664,211.597,211.597,0.495974,2.13724,2.13603,1.67366,4,6.06e-09
1,1,79.3462,0,111.951,35.167,82.9492,-0.0423359,0,0.858563,0.710605,1.26672,10.0309,121.859,247.101,247.101,0.99703,3.12615,2.99352,1.40803,4,6.06e-09
1,0,48.1643,0,76.3593,54.7102,61.2706,-2.36138,0,-0.680013,-1.39415,-1.68501,5.20428,125.091,216.285,216.285,2.09959,2.09959,1.25748,0.820585,4,6.06e-09
1,0,40.3898,0,93.9616,45.2316,67.18,1.47047,0,1.74432,1.89046,2.50125,4.75249,122.281,179.779,179.779,1.94112,2.56632,2.55167,0.874451,4,6.06e-09
1,1,36.7098,0,73.3507,37.1348,37.0224,2.28426,0,1.58442,0.362276,2.31224,4.5497,124.246,171.02,171.02,0.884416,0.884416,0.540745,0.0765251,4,6.06e-09
1,0,137.968,0,113.447,57.3979,145.364,0.237771,0,-1.4265,-0.393384,-1.29603,9.1939,125.093,400.223,400.223,1.492,3.08446,2.59694,2.15974,4,6.06e-09
1,1,104.562,0,70.095,25.2018,64.9357,-2.59273,0,-0.263846,-2.3627,-1.58241,10.08,126.323,332.764,332.764,1.35868,3.78745,2.98682,1.34935,4,6.06e-09
1,2,34.9924,0,72.1245,56.0139,45.7665,2.8297,0,0.138675,0.723295,1.00551,6.35572,125.481,262.882,262.882,1.09039,3.55548,2.32375,0.946392,4,6.06e-09
1,0,36.3446,0,72.0414,21.1369,51.9933,2.9235,0,-0.113497,1.9091,1.00551,5.25973,121.011,274.849,274.849,1.1191,4.22764,2.94102,1.60424,4,6.06e-09
1,1,59.357,0,89.1779,32.4241,58.657,-0.788768,0,0.904264,2.04965,2.01417,2.52236,124.792,273.664,273.664,2.07672,2.07672,1.20267,0.962328,4,6.06e-09
1,0,34.7102,0,69.8703,57.9207,20.3394,-0.0091861,0,1.15331,1.2507,2.94364,6.42073,126.314,178.328,178.328,1.41823,2.24474,1.92027,2.74564,4,6.06e-09
2,1,191.927,49.741,94.9144,46.0167,94.5422,0.746094,-0.954878,0.668598,-0.363743,0.517925,265.839,126.517,327.383,454,0.591811,1.83197,1.83033,2.60059,4,6.06e-09
1,1,38.3028,0,70.1066,47.4981,29.9057,1.80737,0,-1.733,-0.824702,-2.76245,7.1366,126.008,363.145,363.145,1.84293,3.61443,0.727902,1.35488,4,6.06e-09
1,1,51.9754,0,63.062,61.1447,31.6919,-1.38367,0,0.466484,1.06661,1.94718,6.20235,125.912,269.356,269.356,1.87267,1.87267,0.289514,1.65488,4,6.06e-09
1,0,43.7581,0,69.5237,20.1479,72.9036,1.69139,0,-0.744278,1.62403,-0.103129,7.23603,122.535,238.832,238.832,1.71039,3.29823,2.22392,1.97877,4,6.06e-09
1,1,73.724,0,96.7925,40.1387,80.4756,0.815642,0,0.494527,1.47698,1.27758,4.21411,127.81,224.179,224.179,1.47751,2.52844,2.50796,1.54677,4,6.06e-09
1,0,41.4855,0,64.414,58.4628,50.5088,-0.895301,0,-0.759599,0.17404,-0.780455,6.91875,126.79,183.212,183.212,0.755361,1.83154,1.8265,1.42204,4,6.06e-09
1,1,100.788,0,110.003,61.7426,119.504,-2.78255,0,-0.504467,-0.627663,-0.756161,6.79251,123.768,450.482,450.482,0.638752,3.57112,2.75013,1.72335,4,6.06e-09
1,0,41.993,0,85.9004,41.9483,45.6309,-0.244648,0,-0.290409,0.312584,-0.259435,4.52703,124.954,173.934,173.934,0.900105,2.39542,2.39498,1.79535,4,6.06e-09
1,1,55.7827,0,74.0506,55.3698,40.5764,2.18116,0,0.0318043,0.369765,0.546577,7.08223,124.804,266.339,266.339,2.2711,2.2711,0.733582,1.52604,4,6.06e-09
2,0,33.087,32.6168,30.7987,29.153,48.0599,0.625668,-1.30941,-1.67049,1.18248,-0.69006,92.2038,122.918,165.295,229.417,2.18613,2.44223,0.831955,1.92126,4,6.06e-09
1,0,59.9963,0,38.5261,21.9221,54.2088,1.62536,0,1.44017,-1.50781,0.523162,7.66011,123.184,232.313,232.313,1.85684,1.85684,1.84759,0.376133,4,6.06e-09
2,0,179.004,35.4205,93.7344,74.3758,142.615,-0.0632587,0.354892,-0.476326,0.536512,-0.0316189,112.936,125.325,366.232,404.897,1.21493,2.51259,2.4784,1.47923,4,6.06e-09
1,1,33.9751,0,106.681,31.5025,76.1918,-0.00791732,0,-2.10153,-1.25298,-2.54069,5.06993,125.929,212.829,212.829,1.68472,2.11105,0.270797,2.07217,4,6.06e-09
1,0,36.3044,0,84.2293,45.233,41.6434,-0.480032,0,-1.31286,-1.14663,-2.31706,5.26463,123.011,174.629,174.629,1.12991,2.60334,2.46653,1.57763,4,6.06e-09
1,0,48.0972,0,93.3732,58.3479,86.0016,1.12234,0,-0.781883,-0.86812,-1.25103,6.51348,125.154,275.058,275.058,2.25307,3.29482,2.68883,0.575779,4,6.06e-09
1,1,70.7793,0,109.824,35.8196,93.6101,-1.15047,0,-1.23551,-0.432594,-1.45175,9.91663,122.981,194.611,194.611,1.26285,1.92063,1.91875,0.912828,4,6.06e-09
2,0,72.4019,37.4057,56.8875,41.5939,85.3592,-0.978451,2.57914,-0.788178,1.20633,0.159081,301.839,124.057,243.534,474.315,1.87282,1.87282,1.86313,0.657507,4,6.06e-09
1,0,48.7218,0,72.4606,70.036,67.1034,1.50848,0,-1.67363,-1.5562,-2.33976,6.25291,125.986,425.002,425.002,2.55519,4.02517,2.46498,0.5342,4,6.06e-09
1,1,37.4382,0,91.5736,46.6453,64.551,-2.44911,0,-1.09662,-0.62692,-1.59787,5.66267,126.085,210.838,210.838,0.68602,3.12035,2.812,0.673916,4,6.06e-09
2,1,88.1683,62.9166,83.7701,46.8974,49.4301,1.95555,-2.54561,-0.877239,-1.39253,-1.95921,700.297,125.288,511.157,891.258,1.15543,3.61932,2.25272,0.431097,4,6.06e-09
1,0,68.877,0,97.7353,43.0881,82.9149,2.50664,0,0.881149,1.65827,1.64465,7.25914,125.021,264.53,264.53,1.3647,2.80875,2.29061,2.95048,4,6.06e-09
1,0,44.6109,0,55.6261,52.179,5.31755,2.37811,0,-1.05194,0.134447,-3.16521,3.53222,127.206,339.245,339.245,0.237345,3.50403,0.716189,2.69617,4,6.06e-09
2,1,75.007,45.4775,81.7657,39.1485,50.4127,0.273817,0.435672,0.944364,-0.0209384,1.32762,102.529,123.695,172.507,237.498,0.50176,1.02483,0.775006,2.09401,4,6.06e-09
1,0,52.5467,0,70.8754,52.831,55.4644,0.909612,0,1.70994,0.906475,2.18819,6.73638,121.561,190.583,190.583,1.77966,2.38594,2.24771,0.802228,4,6.06e-09
1,1,55.9966,0,78.4111,22.9267,71.3805,-2.12062,0,0.830903,-1.17196,0.527888,6.60544,123.056,333.558,333.558,2.06418,4.07505,2.80972,0.251147,4,6.06e-09
1,1,35.8802,0,69.4749,54.0654,25.8046,-1.5966,0,1.36286,0.653866,2.5532,7.02332,128.705,290.902,290.902,1.41724,4.18503,2.95906,2.57025,4,6.06e-09
1,1,47.7847,0,70.2747,36.2663,37.5287,-0.176235,0,1.64715,0.194642,2.28667,5.50863,127.804,203.51,203.51,1.05515,2.58909,1.83812,1.58521,4,6.06e-09
1,2,78.2189,0,105.729,46.255,119.655,2.27086,0,-0.409659,0.701705,-0.0780383,6.93146,124.379,375.476,375.476,1.45147,2.70155,0.336363,1.05609,4,6.06e-09
1,0,40.0495,0,72.9245,57.5681,41.2578,-0.261496,0,1.61509,1.86636,2.85637,3.94053,124.87,237.08,237.08,2.01215,3.43948,2.88244,1.09277,4,6.06e-09
1,1,34.0088,0,87.9865,37.6112,59.4086,-0.632862,0,0.206017,1.17345,1.03681,6.34856,124.867,182.752,182.752,1.19862,2.41464,2.26424,2.83817,4,6.06e-09
1,1,46.0287,0,79.1815,49.4542,44.4992,0.590853,0,-0.857015,-0.245764,-1.44118,5.03864,126.792,196.128,196.128,0.281244,1.70027,0.891392,2.92247,4,6.06e-09
1,0,40.2346,0,61.8059,52.6054,9.95887,2.76754,0,-1.87777,-0.90437,-3.92322,6.78954,127.759,599.383,599.383,2.0754,5.49424,2.93389,2.05001,4,6.06e-09
1,0,33.2101,0,68.5943,54.9701,31.8561,0.175615,0,0.093853,-0.330429,-0.369744,6.0507,122.239,160.84,160.84,0.367553,1.99501,1.99333,2.3487,4,6.06e-09
1,0,34.0608,0,66.5887,57.8588,9.46244,1.14271,0,-1.24768,-1.39528,-3.82145,4.59359,124.426,255.157,255.157,2.55991,2.55991,0.916069,2.49344,4,6.06e-09
1,1,91.233,0,56.8233,35.8493,22.8729,0.492499,0,-2.05939,-0.247387,-2.99556,20.4237,129.599,307.9,307.9,1.95075,2.9801,1.53912,1.22206,4,6.06e-09
1,1,39.2524,0,64.5835,61.9876,19.2551,2.45846,0,0.0958126,-0.0960243,0.0122516,5.44055,125.687,275.278,275.278,2.69741,2.69741,1.30151,1.10155,4,6.06e-09
1,0,36.8427,0,80.868,49.2215,32.989,-0.680477,0,-2.05435,-1.84748,-3.33493,7.16248,126.515,194.716,194.716,1.18897,3.35596,3.06185,2.84158,4,6.06e-09
1,1,60.3576,0,81.1922,49.883,35.6845,0.0371599,0,-0.67302,-0.484082,-1.5912,6.60611,126.698,184.033,184.033,1.08032,1.08032,0.81409,2.1236,4,6.06e-09
1,0,70.4268,0,60.9706,51.6053,46.8156,0.623659,0,0.350569,-0.757772,-0.4375,8.75407,121.487,213.831,213.831,2.00684,2.00684,1.98817,1.1002,4,6.06e-09
2,0,59.7139,37.3155,75.2527,67.4468,69.9029,0.963835,-2.24037,0.00391723,0.0839687,0.0852275,236.929,124.536,220.792,396.853,2.21775,2.21775,1.99924,1.76931,4,6.06e-09
1,1,35.7773,0,61.0629,41.4299,42.9571,1.73687,0,-0.399586,1.0579,0.601388,4.44384,122.698,185.84,185.84,1.18501,2.19949,0.522809,2.37351,4,6.06e-09
1,1,90.4784,0,88.9848,42.5353,50.2494,-0.634215,0,0.753823,0.257837,1.29353,11.8957,125.391,265.128,265.128,0.753697,3.33539,3.03285,0.286629,4,6.06e-09
2,1,52.3168,39.1179,85.559,76.2982,104.159,-2.10897,1.08114,-1.226,-1.61845,-1.83547,221.628,127.933,215.032,412.129,2.70138,3.18545,3.06063,1.37684,4,6.06e-09
1,0,56.7174,0,60.3225,54.0449,35.7742,-1.53885,0,2.47839,1.35003,3.2362,6.72278,128.103,515.42,515.42,2.49628,4.32961,1.61472,1.3164,4,6.06e-09
1,1,38.6542,0,55.0401,31.5044,35.3247,-1.08098,0,1.95086,-0.0921464,2.36731,4.93725,127.963,249.674,249.674,0.822751,3.03472,0.132325,2.83534,4,6.06e-09
1,0,81.3468,0,93.3049,58.8514,89.5323,-1.4256,0,-0.184863,-0.549965,-0.546191,4.79417,125.998,268.98,268.98,0.639165,2.69626,2.39382,1.60505,4,6.06e-09
1,0,56.9246,0,92.6082,31.813,65.7982,0.500065,0,-0.699632,-1.95585,-1.73353,8.85906,128.238,247.549,247.549,1.53843,2.65969,2.37375,2.5393,4,6.06e-09
1,0,35.9701,0,57.7817,52.3403,60.083,-0.39957,0,0.267384,-1.13215,-0.846042,6.48065,124.39,172.939,172.939,2.20763,2.42836,2.33498,0.0618521,4,6.06e-09
